year,month,day,prcp,tmax,tmin
2002,8,21,0,NA,NA
2002,8,22,0,NA,NA
2002,10,13,0,28.9,14.4
2002,11,24,0,19.4,-5
2002,12,8,0,20.6,-2.2
2002,12,21,0,16.7,-3.9
2002,12,25,9.1,7.2,4.4
2003,2,15,0,26.1,2.8
2003,6,15,2.3,33.9,16.7
2003,6,16,NA,NA,NA
2003,7,18,34.5,33.9,17.2
2003,8,2,0,32.2,17.8
2003,9,9,2,20.6,15.6
2003,9,12,1.8,25,12.2
2003,9,13,0,NA,NA
2003,9,17,0,27.2,11.7
2003,9,20,0,31.1,8.3
2003,10,19,0,25,1.7
2003,10,23,0,27.8,0.6
2003,10,25,0,28.3,3.9
2003,11,2,0,16.1,4.4
2003,12,7,0,12.2,-3.3
2004,1,30,0,15.6,-2.8
2004,2,15,24.1,12.8,6.1
2004,2,16,0,NA,NA
2004,2,17,0,NA,NA
2004,3,5,0,30.6,12.8
2004,3,19,0,30,7.2
2004,4,30,0.5,26.7,12.8
2004,5,14,0,30,12.8
2004,7,30,3,31.7,18.9
2004,8,10,0,31.1,13.9
2004,8,11,NA,NA,NA
2004,8,20,0,33.9,17.8
2004,8,23,32,32.2,17.8
2004,8,27,0,31.7,18.3
2004,9,1,1,31.7,17.8
2004,9,10,0,32.2,17.8
2004,9,22,0,30,10.6
2004,10,22,0,23.9,10
2004,12,23,2,25,10
2005,1,29,8.1,4.4,-5.6
2005,2,4,0,14.4,-3.9
2005,2,8,0,23.9,-4.4
2005,3,16,35.6,18.3,3.9
2005,3,17,NA,NA,NA
2005,3,18,NA,NA,NA
2005,3,19,NA,NA,NA
2005,3,20,NA,NA,NA
2005,4,16,0,22.2,-1.1
2005,8,14,0,33.9,16.7
2005,10,1,0,28.3,11.7
2005,10,2,NA,NA,NA
2005,10,4,NA,30.6,11.1
2005,10,5,NA,NA,NA
2005,10,6,NA,NA,NA
2005,10,7,NA,NA,NA
2005,10,21,0,30.6,7.8
2005,11,15,0,30.6,8.3
2005,11,17,0,25.6,0
2005,11,18,NA,NA,NA
2005,11,19,NA,NA,NA
2005,11,20,NA,NA,NA
2005,12,4,3,21.7,NA
2006,2,17,0,26.7,6.7
2006,3,5,0,20,-1.1
2006,5,12,0,26.7,7.2
2006,5,20,0,32.2,12.2
2006,7,20,0,35,20.6
2006,9,15,0,30,14.4
2006,9,16,0,NA,NA
2006,9,22,0,31.1,16.1
2006,9,23,NA,NA,NA
2006,9,24,NA,NA,NA
2006,9,25,NA,NA,NA
2006,9,26,NA,NA,NA
2006,9,27,NA,NA,NA
2006,9,28,NA,NA,NA
2006,10,22,0,23.9,12.2
2006,10,26,0,21.1,4.4
2006,11,23,1.3,15.6,3.3
2006,11,24,0,NA,NA
2007,2,25,0,26.1,6.1
2007,3,25,0,33.3,10
2007,3,29,0,30,10
2007,4,20,31,23.9,10.6
2007,4,23,0,28.3,6.1
2007,6,2,13,30.6,17.8
2007,6,29,0,33.3,18.9
2007,8,2,0,33.9,18.9
2007,8,25,19.1,35,22.2
2007,9,15,32,32.2,18.9
2007,9,28,0,32.8,17.2
2007,10,23,0,32.2,14.4
2007,10,24,NA,NA,NA
2007,10,25,NA,NA,NA
2007,10,26,NA,NA,NA
2007,11,2,0,26.7,17.2
2008,2,16,0,22.8,2.8
2008,3,13,0,26.1,1.1
2008,5,3,0,28.3,8.3
2008,7,31,0,35.6,21.7
2009,3,21,0,21.1,-1.7
2009,5,15,1.5,29.4,16.1
2009,5,29,0,33.3,17.8
2009,7,23,0,36.1,15.6
2009,7,24,NA,NA,NA
2009,10,16,16.5,23.3,12.2
2009,11,13,0.8,18.3,6.7
2009,11,20,0,18.9,5.6
2009,12,26,0,19.4,1.1
2010,1,19,0,21.7,-1.7
2010,3,11,6.4,22.2,5.6
2010,5,27,0,33.3,16.7
2010,5,30,10.7,30,18.9
2010,9,8,0,32.8,18.3
2010,9,28,0,22.2,15.6
2010,11,26,4.6,32.8,15.6
2011,6,17,NA,35.6,19.4
2012,2,5,0,26.7,11.1
2012,2,8,0,20.6,-0.6
2012,2,17,0,22.2,12.2
2012,3,9,0,26.7,16.1
2012,4,5,0,32.2,15
2012,4,6,5.6,NA,NA
2012,7,28,24.6,36.1,21.1
2012,8,10,4.6,32.8,20
2012,9,8,1.3,32.2,15.6
2012,9,15,0,31.1,14.4
2012,9,21,0,29.4,15
2012,11,1,0,20,0.6
2012,11,10,0,23.9,-1.7
2012,11,21,1.3,19.4,7.2
2012,11,22,0,NA,NA
2012,11,23,0,NA,NA
2012,12,1,0,23.3,3.9
2012,12,7,0,18.9,8.3
2012,12,8,0,NA,NA
2013,1,5,0,15.6,-3.9
2013,1,11,2,25,11.7
2013,1,18,2,14.4,1.1
2013,1,19,0,NA,NA
