title,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,ann
tmax,1959,-1,0,-1,0,-1,0,0,0,0,0,0,0,-3
tmin,1959,-19,-1,-13,-23,-11,-11,-2,0,0,0,0,0,-80
prcp,1960,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1960,-2,0,0,-2,0,-1,0,0,0,0,0,0,-5
tmin,1960,-17,-2,-7,-24,-23,-23,-3,0,0,0,0,0,-99
prcp,1961,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1961,-3,0,0,-1,0,0,0,0,0,0,0,0,-4
tmin,1961,-23,-6,-9,-18,-15,-7,-6,0,0,0,0,0,-84
prcp,1962,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1962,-2,0,0,-3,0,-1,0,0,0,0,0,0,-6
tmin,1962,-23,-6,-16,-18,-9,-15,-8,0,0,0,0,0,-95
prcp,1963,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1963,0,0,0,-2,0,0,0,0,0,0,0,0,-2
tmin,1963,-22,-2,-16,-27,-22,-8,-2,-1,0,0,0,0,-100
prcp,1964,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1964,-2,0,0,0,0,0,0,0,0,0,0,0,-2
tmin,1964,-22,-6,-7,-14,-23,-12,-5,0,0,0,0,0,-89
prcp,1965,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1965,-1,0,0,0,0,0,0,0,0,0,0,0,-1
tmin,1965,-19,-5,-9,-21,-17,-12,-1,0,0,0,0,0,-84
prcp,1966,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1966,-6,0,0,-1,0,0,0,0,0,0,0,0,-7
tmin,1966,-22,-3,-14,-23,-18,-14,-4,0,0,0,0,0,-98
prcp,1967,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1967,0,0,0,0,0,0,0,0,0,0,0,0,0
tmin,1967,-19,-7,-16,-16,-18,-9,-1,0,0,0,0,-1,-87
