year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
2013,13.5,59.9,36.1,51.1,31.5,78,36.8,77.5,31.8,2.3,18.3,28.2,78
2014,14.5,29.5,38.4,42.2,NA,65,205,40.9,23.6,9.4,50.8,63,NA
2015,26.7,48.5,31.2,33.8,47.5,87.6,28.2,38.9,25.4,142,68.1,23.6,142
2016,23.6,64,25.9,66.5,52.6,23.6,26.9,23.9,177,146.1,6.4,26.9,177
2017,30,23.9,15,89.4,21.3,22.6,68.6,31.8,101.1,50.3,34.3,78.2,101.1
2018,13.2,14.5,12.4,50.3,88.1,28.7,32.3,26.2,61.5,69.1,36.6,33.3,88.1
2019,33.8,20.3,40.1,35.6,10.7,35.6,50.3,21.3,16.8,40.1,25.4,78.7,78.7
2020,29.2,66.5,28.2,26.2,51.1,47.8,45.7,61,105.7,13.7,98.6,32.8,105.7
2021,20.6,65.3,22.1,19.1,15.2,62.2,73.9,38.6,46.2,25.4,5.6,42.7,73.9
2022,46.7,10.2,65.5,46.7,35.1,43.4,76.2,46.7,59.4,22.6,23.6,26.7,76.2
2023,51.3,34,15.5,46.7,31.5,83.6,52.6,107.2,8.9,86.4,24.6,55.1,107.2
2024,40.9,39.9,47.8,30,8.1,53.3,57.4,143.5,72.9,0,122.4,17,143.5
2025,17,14,41.9,22.9,50,43.7,46.7,NA,NA,NA,NA,NA,NA
