year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,15.7,NA
1905,24.4,67.6,60.2,21.6,25.7,46.5,82.1,33.3,45.2,45.2,36.6,69.9,82.1
1906,67.3,85.8,27.9,34.3,108.7,101,61.7,228.9,56.1,31,11.7,23.6,228.9
1907,18.8,22.1,25.4,62,35.9,142.9,113.7,58.4,105.2,105.2,20.8,78.8,142.9
1908,47.8,54.4,100.8,68.9,35.1,72.9,63.5,76,76,40.4,12.2,24,100.8
1909,5.1,27.9,80.3,22.6,34.6,69.1,59.9,91.5,68.7,7.6,11.7,33.3,91.5
1910,18.6,35.8,43.2,21,71.4,105.9,43.5,39.6,86.3,94.4,62.5,18.5,105.9
1911,26.3,21.8,52.8,41.1,27.2,43.9,63,118.9,121.9,45.7,45.2,82.4,121.9
1912,77.1,64.7,62.6,82.1,91.2,91.2,175.3,46.7,113.5,100.9,24.1,89.4,175.3
1913,87.9,71.6,56.4,19.3,6.4,45.2,87.9,86.1,85.6,57.1,27.2,25.7,87.9
1914,55.9,64.6,64.8,48.8,23.9,35.1,71.9,106,36.3,43.7,209.8,212.6,212.6
1915,94,43.9,35.8,47.8,209,55.4,41.8,142,11,63.4,79.2,47.2,209
1916,36.4,22.9,46.8,13.7,21.1,80.5,145.9,48.2,45.7,37.3,14,31,145.9
1917,77,48.9,32,29.2,48.3,36.4,74.7,172.4,39.4,25.6,14,13.7,172.4
1918,21.8,18.8,35.8,56.4,23.2,86.2,87.4,48.8,130.1,48.8,100.3,90.6,130.1
1919,26.2,98.9,89,21.4,72.1,58.4,65.3,67.9,12,40.4,11.7,6.1,98.9
1920,24.6,76.5,61,70.1,39.1,104.9,42.4,285.6,55.6,55.1,61,99.3,285.6
1921,18,21.8,20.6,25.4,62.4,53.6,74.2,149.1,83.8,83.8,21.6,16.8,149.1
1922,41.4,115.9,67.8,45.5,74.2,104.4,55.8,71.6,27.4,104.4,10.2,57.9,115.9
1923,38.2,22.3,25.6,25.6,97,77.3,54.6,79.1,56.7,4.3,50.2,50.2,97
1924,44.3,49.6,93,26.4,28.9,44.4,64.6,36.6,136,129.6,15.3,88.9,136
1925,50.3,33.1,9.4,33,51.5,34.3,25.4,12.5,56.9,80.5,61.7,90.9,90.9
1926,61.2,96.6,75.7,81.3,52.9,NA,171.2,111.8,81.5,28,44.5,22.6,NA
1927,4.8,39.7,22.6,54.3,19.1,47.8,73.3,43.5,39.9,9.1,13.4,52.8,73.3
1928,17.8,110.8,47.3,100.6,40.1,40.4,92.5,73.7,95.5,NA,13,36.9,NA
1929,45.7,41.4,74.5,30.5,52.4,170.4,57.2,73.4,510,441.4,58.9,68.1,510
1930,66.3,35.8,38.6,54.4,6.1,60.7,115.9,49.8,87.4,56.1,46.2,30.5,115.9
1931,31.7,24.9,21.9,28.4,20.1,44.2,70.4,92,12,0,2.5,27.4,92
1932,37.1,21.9,19.3,28.2,29.3,109.4,63.5,48.2,104.9,49.3,59.7,12.9,109.4
1933,52.9,89.6,12.7,45.7,46.5,35.6,80.8,34,204.5,54.6,11.4,20.1,204.5
1934,35.6,32.7,28.7,14.2,96.8,108,36.3,80.6,26.4,39.4,25.1,26.9,108
1935,26.7,62.5,27.7,39.4,21.8,42.4,114.6,37.7,194.6,5.1,14,20.6,194.6
1936,39.6,54,47,33.2,57.7,60.8,121,81.3,61.5,68.1,4.6,52.3,121
1937,60.5,51.1,60.2,69.1,41.2,78.5,107.7,145.4,100.6,51.4,33.3,18.5,145.4
1938,7.6,17.3,24.9,12,30.4,94.8,153.3,78,68.6,68.6,24.7,34.8,153.3
1939,26.7,89,101.2,76,59,109.8,81,51.6,41.4,11.9,18.5,34.2,109.8
1940,63.5,82.1,41.4,50.3,28,29.2,71.8,102.9,92.7,3.8,14,25.5,102.9
1941,24.9,30.5,37.9,12,11.9,94.5,104.7,66,16.2,60.3,17,67.9,104.7
1942,106.5,50.1,75,3.6,34.8,110.3,205.6,23.9,48,20.1,52.3,65.7,205.6
1943,38.1,23.2,69.9,23.4,71.9,56.1,44.5,70.6,81,0,48.3,60.7,81
1944,75,105.4,113.7,63.1,38.9,14,52.1,76.4,71.4,130.5,41.4,39.1,130.5
1945,37.4,29.5,15.2,63.7,20,34.8,92.2,111.8,95.6,61.7,18.8,62.5,111.8
1946,44.5,13,69.3,67.3,95.3,53.6,106.2,26.8,92,76.2,19.3,18.8,106.2
1947,61.7,18.1,56.6,99.9,27.9,88.9,71.3,63.3,118.6,89,64.1,109.5,118.6
1948,35.8,30.2,86.8,255.5,81.8,28,76.1,64.5,53.1,71.9,78.4,73.1,255.5
1949,31.5,65.1,28.2,50.3,67.4,97.3,37.1,118.4,85.1,24.9,26.9,24.1,118.4
1950,13.5,13.5,59.3,42.1,36.4,36.4,109.8,44.7,316.6,174.8,14.5,43.7,316.6
1951,28.7,13.5,79.5,88.4,26.1,60.4,101.3,90.4,52.6,52.3,77.8,54.6,101.3
1952,16.7,42.2,44.7,32.3,62.7,22.1,84.1,67.4,71.6,1.3,46.5,29,84.1
1953,55.1,82.3,35.3,78,25.4,74.9,129.5,89.7,252.5,27.4,20,50.6,252.5
1954,37.1,24.4,22.6,44.2,55.2,41.6,19.8,48.8,113,56.7,87.4,36.8,113
1955,71.2,40.9,5.1,118.3,73.1,102.9,120.2,102.6,52.4,15,13.2,11.3,120.2
1956,43,55.1,20.4,57.9,75.5,121.5,67.1,59.1,96.5,37.4,5.8,19.6,121.5
1957,7.9,23.1,54.4,63.3,79.2,79.2,86.8,73.9,70.1,74.1,59.1,59.1,86.8
1958,23.4,30.8,76.1,67.5,44.7,56.8,71.6,89.4,29.2,18,10.4,35.3,89.4
1959,38.3,138.4,93.7,45.9,47.1,85.9,58.2,73.7,73.2,75,73.7,47,138.4
1960,31,40.2,67.8,104.6,32.7,96,107.4,117.8,65.6,65.6,10.2,45.7,117.8
1961,54.8,82.5,58.9,148.8,86.3,34.8,90.2,65.1,16.3,0,44.4,59.2,148.8
1962,37.9,71.3,59.2,71.1,17.5,55.6,37.3,37.7,45.2,52.5,27.7,39.5,71.3
1963,72.9,47,14,29.2,48,170.5,47.5,41.9,43.2,43.2,29.2,37.5,170.5
1964,122.4,71.7,61.5,64.5,59.4,22.6,158.5,113,112,65.8,42.7,117.8,158.5
1965,23.2,76,57.7,54.4,20,49.8,84.5,43.7,64.8,54.9,19.8,67.8,84.5
1966,57.2,45.2,92.5,35.6,154.7,69.4,108.8,27.3,26.4,31.3,7.6,22.9,154.7
