year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1975,3,1.99,2,0.96,2,0,0,3,1.97,0,0.99,0,15.91
1976,1,4.31,6.99,4.84,0,0,0.88,0,0,0,0,0,18.03
1977,0,1,2.61,6.56,8.87,4.92,15.96,0,0,0,NA,NA,NA
1978,0,0,0.99,9,0,4,4.57,2,2.91,1,1,5,30.47
1979,0,0.9,0,0,0,1,0,5,0,1.97,3,2,13.87
1980,0,2,0,3,3,5.9,5.96,11.88,13.97,0,1.97,1,48.69
1981,0,0.66,0,10,4.91,11.82,4.91,0,0,1,1.49,1,35.79
1982,1,2,5,1,4.84,1,1,2,0,0,3,10,30.84
1983,0,0,0,1,0,1.97,11.29,6.78,3,0,1,0.95,25.99
1984,0,2.75,2,2,1,4,0.88,0,1.9,11,0,16,41.53
1985,3,3,6.96,3.83,1,5,0,0,0.94,1.64,5.56,1,31.92
1986,2,4,1,5.88,1,1,12.92,1,6,5,6,2,47.81
1987,0.88,1,0,2,1.09,0.78,1.68,3,0,0,3,3.61,17.04
1988,0,2,1,2,0,2.78,3.91,1,0,0,2.99,2.97,18.65
1989,5.97,5.75,5.95,2.96,1,1.87,0,0,0,0,2,0,25.51
1990,7.84,9.75,4.66,0.61,2,2,4.97,1.7,0,2,1,4,40.55
1991,1,2.99,6,0,0,0,0,0,2,1.95,3.86,5,22.79
1992,0,1,2,0,0.09,0,0.9,0,2.66,0,0,0.64,7.29
1993,2.96,0,1.77,2,2,6,12.56,3.95,3.58,4.96,4,0,43.78
1994,1,3,5.86,2.9,0,0,0,1,1,0,5,2.96,22.71
1995,2,1,2,6,3.64,2,4,5.95,0.94,5.06,1.68,2,36.26
1996,2,5,1,1,11,4.9,3,0,3,5,1.99,5.97,43.86
1997,4.96,5.97,9.96,0,0,0,0.65,2,3,9,0,0,35.55
1998,5,3.55,2,0,5.83,14.95,5.64,7,2,7,8.9,12.94,74.79
1999,12,7.9,2,8.52,0,1,8.96,11,5,1,8,0,65.38
2000,5,4.82,5.96,1,8.81,8.99,7.53,1,3,8.9,4,0,59
2001,1,6.86,0,8,4,1,0.68,2,2,4.65,15.95,12,58.13
2002,6,2,6.9,11,6.95,9,11.96,11.68,6.56,8.87,0,1,81.91
2003,2.74,1,4.96,2,4,0,0,1,1,1.94,13,0,31.64
2004,4,0,8,5.9,12.94,2.99,4.88,3,0,6,5,6,58.7
2005,12.78,2,4.99,2.65,2.97,2,3,4,11,5.94,6,0,57.32
2006,5.48,0.9,4,10.87,7.69,2,4.9,9.88,0.97,3.7,3.88,6,60.27
2007,7.97,NA,NA,NA,4.97,NA,NA,15,13.9,NA,NA,11,NA
2008,NA,5.88,NA,NA,0,14.77,4.68,7,NA,5.87,0,10.82,NA
2009,1.97,6,2,1,0,0,0,0,0.87,0,0,0,11.84
2010,0.99,0,0,4,0,3.66,1,0,1,1,0,0,11.65
2011,0,5,3,2,5,5.87,6.66,2,1,1,5.95,3.86,41.34
2012,3.99,5,12,4,2,2,0,0,0,1,1,1,31.99
2013,10,0,0,0,0,0,0,0,0,0.81,1,3,14.81
2014,0,2,0,1,NA,0,0,2,0,5,1,0,NA
2015,1,0,5.87,2,0,4,1.44,0,0,2.94,2,12,31.25
2016,0,0,4.96,1,3.01,0.99,4.83,0,3.94,7,5,3.95,34.68
2017,11,11.87,5,4.9,3,0,0,3,6,7.91,5.94,2,60.61
2018,4,11.74,2,2.97,4,9,2.95,4,15.61,14,0,0,70.27
2019,4.73,7,0.77,2.91,12.94,3,3.69,2,11.96,4,0,1,53.99
2020,4,3,5.88,0,0,0,0,0,0,0,3,0,15.88
2021,1,2,1,0,0,0,0,0,0,0,0,6,10
2022,1,3,2,0,0,0,0,0,0,0,2,0.75,8.75
2023,0,3.78,1,0,0,0,0,0,0,0.91,1,1,7.69
2024,3,0,0,2,0,1,0,0,0,2,1,0,9
2025,1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA
