year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1949,11.92,3,4,0,0,0,1,0,1,3,0,3.69,27.61
1950,17,5.91,2.01,0,3,7,0,0,0,1,2,0,37.92
1951,1,4,4,0,2,1,4,0,0.88,3.08,0,5,24.96
1952,7,0,2.01,0,3.99,7,3,0,0,0,0,0,23
1953,1,0,0,0,7,1,0,0,0,0,0,0,9
1954,3,0.77,4,6.82,1,7,11.77,21.66,5.94,4.96,0,2,68.91
1955,1,0,9,1,7.97,0,0,0,0,0,3.74,3,25.71
1956,1,4,1,0,3,0,0,2.99,0,0,1.97,9,22.96
1957,4,10,0,0,0,0,0,3,1.68,0,2,0,20.68
1958,0,1,0,2,0,0,0,0,1,0.88,7.69,0,12.57
1959,2,3,0,1,3.9,4,2,1,0,0.88,0.84,0.87,19.49
1960,1.91,1.77,0,0.01,5,0.95,1,0,0,2,1,0,13.64
1961,0,4,5,0,0,0,0,0,2,1,8,2,22
1962,1,5.94,0,1,10.95,0,0,1,2.97,4.96,1,1,29.82
1963,1,0,4,3.73,4,0.91,0,2,1,5,1,0,22.64
1964,0,0,1.99,1,5,13,0,0,0.7,0,3,3.75,28.44
1965,4,5,3,5.94,7,0,0,3.87,0.87,0,0,1,30.68
1966,0.99,1,0,2,0,0,1,0,1.97,0.87,0.9,0.92,9.65
1967,3.94,0,6.87,7,8.83,0,0,0,0,0,3.92,6,36.56
1968,0,0,3.01,5,1,0,2.82,8,1,1.74,1,1,24.57
1969,0.94,0.96,0,1.96,0,0,3,0,0,1,0,1,8.86
1970,1,0,0,4.73,1,1,2,1,4.62,1,1,8.92,26.27
1971,2,1,0.96,1,0,2,0.81,0,0,4.65,0,10.96,23.38
1972,3,1,1.99,3,0,0,0,2.99,10.9,6.96,2,5,36.83
1973,0,0,5,0,2,NA,NA,0,3.97,2,NA,2,NA
1974,15.95,1.91,8.01,5.88,3,0,0,0,2,0,2.78,3,42.53
1975,7,6,3,3.04,2,0,0,2.94,1.99,5.26,3,NA,NA
1976,0,8.6,5.86,5,0,0,0,0,0,0,0,0,19.45
1977,0,1,3,4,8,5.64,9,1,1.69,0,0,0,33.32
1978,0,0,0,4,0,2.97,1,0,3.78,2,6.97,5,25.73
1979,0,0,0,0,0,0,2,0,0,0,1,1.86,4.86
1980,0,1,0,2,0,1.75,7,NA,18,1,1,0,NA
1981,0,0,0,6.88,2,12.66,5.96,0,0,2,1,2,32.51
1982,4.99,0.99,4,NA,0,NA,NA,0,0,NA,NA,NA,NA
1983,0,0,0,0,0,0,7.96,10,2.95,4.96,NA,1.99,NA
1984,0,1,0,2,0,2.9,0,1,2,6.99,0,9.92,25.81
1985,1.99,2,3,3,0,6,0,0,0,2.7,8,0.94,27.62
1986,0,2.97,1,5.81,5.88,2.87,12.96,2,3,7,7,0,50.49
1987,0,0,0,0.97,0,0.73,1,3.73,0,0,1,6.92,14.35
1988,1,1,0,3,0,1,0,0,0,0,3,3,12
1989,2.69,8.7,3,2.04,2.86,2.95,0,0,0,1,2,0,25.23
1990,4.68,6,3,1,4.77,4.87,8,1,NA,6.47,2,3.87,NA
1991,0,3,3.03,1,0,0,0,0,5,2,2.95,4.75,21.73
1992,0,0,1.86,0,0,0,0,0,0,0,0.84,1.86,4.56
1993,1,0,0,0,0,3,9.52,1.73,1.88,3,4,0,24.13
1994,0,3,1,2,0,0,0,0,0,0,1,1,8
1995,0.94,0,0,1.99,5,0,0,3,0,1,1,0.78,13.7
1996,2,2,0,0,6,0.94,3,0,0,2,1,2,18.94
1997,2.99,4,7,0,0,0,1,2,4,1.53,2,0.99,25.51
1998,5,0,0,0,2,16.84,6,4,1,1,2.94,12.35,51.13
1999,3,6.75,0,10.83,NA,1,2.87,9,2,0,0,1.99,NA
2000,4,0,0,0,4,3.92,7,NA,0,0.87,6,0,NA
2001,1,4,0,4,3,1,2,NA,0,2.64,6,6,NA
2002,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,0,0,NA,0,NA,NA,NA,1,NA,NA,6.99,0,NA
2004,3,NA,2,2,NA,NA,NA,NA,1,NA,5,1.92,NA
2005,NA,3,0,0,NA,NA,NA,NA,11.53,NA,NA,0,NA
2006,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,4,NA
2007,3.99,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
2008,3,4,1,2,NA,8.57,NA,3,NA,1,NA,10,NA
2009,1.99,2.97,4,NA,NA,4.27,NA,1,1,3.87,0,1,NA
2010,0,0,NA,5,3,9.73,NA,6,7.84,NA,4,0,NA
2011,2,3,6,12.94,NA,NA,NA,NA,11.61,NA,6,3.88,NA
2012,7,8,14.96,9.75,6,NA,NA,0.97,NA,5,NA,4.78,NA
2013,9,NA,0,NA,NA,NA,NA,NA,NA,3.05,0,4.71,NA
2014,0,3.96,0,0.88,NA,NA,NA,5,1,NA,0,1,NA
2015,0,NA,5.78,NA,NA,3.91,NA,NA,NA,NA,NA,NA,NA
2016,NA,3,5.19,0,1,2.96,4.88,2,2.99,4,5.96,4.97,NA
2017,7.97,4,3.92,2.97,3,0,0,1,3.91,7,4,1.86,39.64
2018,0,7,1,0,2,0,0,0,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA,10.65,16.84,10.42,1,1.74,NA
2020,7,6,10.73,2,NA,0,2,0,5,7.62,5.75,0,NA
2021,2,4,5,2,0.94,0,0,1,0,2.73,1,8,NA
2022,4,5,3,2.88,5,9.64,1.97,3,2,1,3,5,45.49
2023,6.96,10,9.73,3,0,0,4,7,2.87,3.57,4,2,53.13
2024,5,1,2,5,1.95,4,4.96,3,3.68,8.92,6,3,48.51
2025,1,11,0,7,5,1,6,NA,NA,NA,NA,NA,NA
