year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,19.6,NA
1920,27.9,51.1,111.8,111.8,NA,NA,47.8,48.2,50.8,NA,30.5,29.2,NA
1921,47,88.4,32.3,28.2,121.3,NA,97.7,NA,17.8,22.9,38.1,38.1,NA
1922,45.6,NA,69.3,22.9,81.5,36.4,NA,62.5,NA,43.7,17.8,51.1,NA
1923,23.1,48.5,NA,21.3,50.3,47.7,51.3,83.3,46.7,5.1,16,58.5,NA
1924,48.3,36.8,35.5,87.9,40.1,43.3,86.3,47,142.2,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,31,7.7,66.1,86.9,45.4,36.9,74.7,64.1,79.5,43.4,63.8,101.6,101.6
1948,34.1,83.4,54.7,81.5,82.9,43.9,23.4,26.2,244.9,183,102.4,82.3,244.9
1949,18.8,63.4,16.7,36.4,62.1,65,41.1,141,143.5,21.6,23.4,30.3,143.5
1950,19.3,19.3,48.3,22.9,42.9,30.4,42.5,40.4,125.3,63.5,13.7,43.2,125.3
1951,30.7,28.1,66.8,84.6,11,41.2,69.6,59.2,35,17.8,52.8,38.8,84.6
1952,21.6,52.4,65.1,82,52.6,114.1,43.7,108.5,83.4,28.7,35.6,28.4,114.1
1953,64,61.3,45.4,14,66.7,21,104.4,120.9,99.8,97,18.8,69.1,120.9
1954,26.7,33.2,27.9,58.3,58.6,20,12.5,40.9,14,37.2,17,30.2,58.6
1955,39.1,45,32.6,109.8,115.3,57.5,68.8,111.5,94.3,19.6,62.6,9.9,115.3
1956,28.2,112.5,62.7,34.3,44.4,32,50.1,35.6,91.9,62.7,14.2,41.7,112.5
1957,20.6,17.3,57.4,30.7,66.5,60.4,33.1,53.1,67.7,46.4,111.5,39.4,111.5
1958,38.6,58.6,58.6,80.2,54.9,47.6,54.6,58.9,49.5,18.3,2.3,35.9,80.2
1959,48.3,88.6,87.9,66.8,66.3,125,101.8,102.1,153.1,153.1,86.4,58.2,153.1
1960,74.7,75.7,53.1,91.9,36.9,113.8,129.5,130,52.1,59.4,13.5,42.9,130
1961,18.3,74.9,40.7,132,70.6,95,93.7,79.8,45.4,8.4,37.1,50.9,132
1962,37.4,96.5,59.4,53.4,39.6,84.5,35.9,52.3,45,59.4,54.1,36.1,96.5
1963,76.7,26.1,52.8,31.5,73.1,72.9,110.5,34.1,79.8,77.2,75.7,45.2,110.5
1964,72.6,60.2,76.9,85.6,93.8,88.1,96.3,180.8,180.8,129.5,15,60.6,180.8
1965,11,76.7,68.6,50.2,6.6,105.9,133.2,56.1,40.2,58.9,35.1,23.6,133.2
1966,54.7,35.8,108.5,31.8,87.6,66.6,49,153.4,73.4,63.3,10.4,35.1,153.4
1967,74.7,45.2,54.9,64.6,87.7,15.3,74.5,58.5,54.1,7.1,40.9,34.6,87.7
1968,59.9,22.6,20.1,23.6,100.8,109.5,75.9,52.6,31.8,118.9,48,34.8,118.9
1969,64,41.2,47,67.8,123.2,47.6,109.7,68.6,47.2,35.8,42.1,49.2,123.2
1970,29.2,42.4,85.8,86,42.2,70.6,23.7,225.7,25.7,31.2,38.9,85.6,225.7
