year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1953,56.64,60.96,47.5,NA,NA,67.82,47.5,46.48,158.24,154.94,19.05,82.04,NA
1954,29.21,18.29,25.14,38.35,65.03,37.85,25.66,33.78,23.12,20.32,27.18,26.67,65.03
1955,45.97,10.17,40.14,71.63,74.42,50.3,111.76,80.26,74.93,38.61,63.51,7.88,111.76
1956,35.82,108.46,67.06,53.34,35.56,49.79,47.25,38.61,73.67,45.47,11.68,48.52,108.46
1957,10.66,17.78,69.35,26.92,54.36,50.04,41.41,43.18,73.41,57.15,72.39,38.36,73.41
1958,46.99,53.34,53.34,76.46,50.05,33.02,88.4,54.87,11.94,47.25,3.06,48.26,88.4
1959,53.34,83.05,72.9,87.89,43.94,37.34,60.45,50.8,202.69,202.69,75.18,99.06,202.69
1960,40.14,52.57,64.52,74.68,36.58,87.63,NA,54.61,39.37,32.77,14.48,36.83,NA
1961,48.01,87.63,38.1,146.3,67.06,89.41,88.9,45.71,18.29,3.81,26.67,73.66,146.3
1962,43.44,101.35,62.23,52.83,61.72,71.63,52.83,42.93,85.34,81.28,42.68,41.4,101.35
1963,128.53,30.98,28.7,37.09,40.9,114.81,74.17,21.34,66.81,66.81,38.36,53.85,128.53
1964,130.06,72.39,84.59,65.79,102.86,47.5,100.59,204.47,204.47,81.53,19.3,61.73,204.47
1965,19.56,84.58,57.15,55.37,21.34,139.44,111.25,112.77,30.48,34.54,31.75,23.88,139.44
1966,65.28,63.75,136.15,38.35,85.85,85.85,39.37,143.25,56.13,21.33,10.16,48.77,143.25
1967,73.66,48.27,80.52,60.96,99.05,26.17,75.7,97.28,39.62,39.62,34.04,32.51,99.05
1968,84.58,16,18.04,22.1,52.84,171.21,45.47,51.32,11.18,70.35,48.76,36.82,171.21
1969,66.54,33.02,41.15,48.26,76.7,55.88,40.64,63.76,68.08,46.23,49.02,62.48,76.7
1970,31.24,35.3,95.76,102.11,127.51,43.94,42.68,87.63,47,38.35,36.32,69.85,127.51
1971,50.04,47.25,126.75,42.16,56.39,106.68,51.56,99.82,10.67,57.4,36.32,74.93,126.75
1972,93.72,59.45,24.63,24.38,29.46,100.58,65.53,61.97,8.64,29.72,47.25,61.2,100.58
1973,58.41,101.85,102.62,60.96,35.05,144.53,72.13,65.03,51.56,43.18,16,60.44,144.53
1974,35.05,73.15,30.99,55.88,46.99,48.01,65.78,122.94,89.66,3.3,28.7,48.01,122.94
1975,65.03,60.19,56.39,55.63,60.96,40.38,92.96,67.06,65.29,21.84,23.36,26.93,92.96
1976,61.21,24.13,69.35,27.69,54.61,115.82,106.94,36.07,78.23,82.55,56.89,53.09,115.82
