year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1954,-6.1,-5.6,-7.8,3.3,5.6,9.4,16.7,17.8,14.4,-0.6,-7.2,-6.1,-7.8
1955,-5,-8.9,-3.9,2.2,10,11.7,17.8,18.3,16.7,2.8,-7.2,-7.8,-8.9
1956,-5,0,-2.8,3.3,10,10.6,18.9,17.8,8.3,7.2,-6.7,-3.3,-6.7
1957,-8.9,-2.2,-3.3,2.2,6.7,17.8,18.3,16.1,11.7,-2.2,-2.2,-10.6,-10.6
1958,-7.2,-11.7,-2.8,4.4,6.7,15,16.1,17.8,10,2.2,-0.6,-9.4,-11.7
1959,-10.6,-7.2,-1.1,3.9,11.1,13.9,18.9,15.6,13.9,5,-7.2,-4.4,-10.6
1960,-8.3,-5,-7.2,1.1,6.1,11.7,17.8,17.2,15,1.7,-1.7,-8.3,-8.3
1961,-9.4,-3.3,0.6,2.2,7.2,12.2,18.3,15.6,11.1,2.2,NA,-7.8,NA
1962,-9.4,-2.8,-1.7,0,9.4,14.4,17.8,15.6,8.3,-1.1,NA,NA,NA
1963,NA,NA,NA,1.1,0.6,14.4,15,16.7,10.6,-2.8,-6.1,-8.3,NA
1964,-10.6,-4.4,-2.2,1.7,9.4,13.3,13.3,16.7,8.9,-0.6,0.6,-6.1,-10.6
1965,-7.8,-6.1,-2.2,NA,6.1,13.9,16.7,16.1,15,-0.6,-2.2,-7.8,NA
1966,-12.2,-8.9,-3.3,0,6.1,9.4,15.6,14.4,10.6,2.8,-3.9,-5,-12.2
1967,-3.3,NA,-3.9,2.2,6.7,12.8,13.3,15,3.3,1.7,NA,-5.6,NA
1968,-6.7,-8.3,-5,2.2,7.2,12.8,17.2,13.9,9.4,-1.7,-6.1,-10,-10
1969,-8.3,-5.6,-6.7,3.9,2.2,15,19.4,15,10.6,3.3,-6.7,-7.8,-8.3
1970,-15,-9.4,-3.9,1.7,6.7,12.2,14.4,17.2,4.4,1.1,-12.2,-8.9,-15
1971,-11.1,-8.9,-5.6,-0.6,0.6,12.8,15.6,17.8,12.8,3.9,-5.6,-5.6,-11.1
1972,-11.1,-7.8,-2.8,-0.6,10,9.4,NA,16.7,12.8,5,-5.6,NA,NA
1973,-7.2,-11.7,0.6,1.1,5.6,12.8,18.3,NA,16.7,10,NA,NA,NA
1974,1.1,-7.2,0,0,NA,NA,15,17.8,NA,-1.1,-3.9,-5,NA
1975,-3.9,-3.9,-5.6,0,11.1,NA,NA,19.4,11.1,NA,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,18.3,15,8.9,NA,NA,NA,NA
1977,NA,NA,NA,1.7,3.9,10,15,17.2,10,-0.6,-7.8,-10,NA
1978,-10,-8.9,NA,1.1,7.2,13.3,16.7,17.8,11.7,0.6,1.1,-6.1,NA
1979,-8.9,-7.8,-1.1,3.3,7.8,11.7,17.8,13.3,16.7,2.2,-5,-6.1,-8.9
1980,-5.6,-7.8,-8.9,3.9,5.6,12.8,18.3,15.6,15,1.1,-2.2,NA,NA
