year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.46,NA
1896,15.49,86.36,11.94,27.69,12.95,29.97,63.25,14.22,20.57,4.32,13.72,52.07,86.36
1897,32.26,74.93,85.34,NA,NA,NA,NA,NA,NA,12.95,18.8,NA,NA
1898,NA,8.38,NA,52.83,16,28.96,44.45,43.94,82.55,65.53,30.48,31.5,NA
1899,39.88,29.46,13.72,23.88,18.03,64.01,47.75,72.14,25.65,137.92,48.01,21.59,137.92
1900,9.65,19.81,29.97,105.41,49.28,54.1,65.02,15.24,45.47,NA,21.08,65.28,NA
1901,30.48,25.15,30.23,35.81,58.67,39.62,21.84,33.78,30.99,12.19,13.21,28.96,58.67
1902,3.81,69.6,38.61,33.02,9.65,54.36,20.07,40.39,83.57,27.69,24.89,29.97,83.57
1903,13.72,30.48,30.73,NA,40.89,52.83,14.48,33.78,46.48,25.15,33.78,38.35,NA
1904,37.34,37.34,40.64,4.06,13.97,68.33,16.26,24.38,41.66,8.89,38.1,19.81,68.33
1905,12.19,82.8,32,28.96,19.05,27.94,66.04,34.54,4.32,23.37,25.65,68.07,82.8
1906,31.75,17.78,40.64,19.05,43.18,125.22,69.34,82.55,48.26,20.32,17.78,13.72,125.22
1907,11.43,37.34,6.86,50.8,50.8,88.9,29.97,68.58,80.01,8.89,24.13,50.8,88.9
1908,57.66,52.58,67.31,45.21,30.73,25.4,49.53,57.66,62.74,46.99,23.37,20.32,67.31
1909,23.37,35.05,29.21,23.37,23.37,82.8,22.1,21.34,115.82,34.8,5.08,24.13,115.82
1910,37.08,35.56,14.22,21.59,36.32,46.99,45.21,24.64,53.09,43.18,15.75,13.97,53.09
1911,8.89,26.67,28.19,39.37,2.03,13.97,5.08,54.61,48.26,39.12,29.97,31.24,54.61
1912,53.34,35.56,31.75,31.75,38.1,76.2,42.42,36.07,53.34,17.78,40.64,51.05,76.2
1913,16.26,38.1,60.71,8.89,33.02,25.91,86.36,24.13,23.62,34.29,33.27,17.78,86.36
1914,32.77,19.05,22.86,44.7,4.83,37.59,39.37,44.7,43.18,20.83,21.84,23.11,44.7
1915,36.58,34.8,13.46,23.88,51.82,42.93,24.38,82.55,35.56,37.34,35.56,21.08,82.55
1916,14.99,25.4,19.05,22.86,8.89,40.64,50.8,23.88,35.56,38.1,7.62,25.4,50.8
1917,22.86,21.84,24.13,25.91,21.59,50.8,48.26,19.81,53.34,18.54,5.08,25.4,53.34
1918,24.13,19.05,18.54,55.88,38.1,46.99,39.37,86.36,22.86,25.4,27.94,22.86,86.36
1919,25.4,50.8,22.86,25.4,19.56,63.5,88.9,50.8,3.05,5.08,5.08,2.54,88.9
1920,25.4,25.4,40.64,25.91,11.43,41.91,26.67,48.26,63.5,6.35,50.8,25.4,63.5
1921,38.1,31.75,23.11,8.89,76.2,25.4,53.34,25.4,15.24,17.78,63.5,5.08,76.2
1922,24.89,38.1,63.5,50.8,44.45,63.5,44.45,25.4,25.4,25.4,3.81,25.4,63.5
1923,38.86,27.94,41.91,27.94,38.1,17.78,29.21,35.56,101.6,12.19,13.97,38.1,101.6
1924,37.34,23.11,24.13,41.15,26.67,24.64,38.1,30.48,63.5,10.16,25.4,50.8,63.5
1925,64.77,6.35,2.54,52.07,30.48,27.94,17.78,19.05,10.16,34.29,50.8,35.56,64.77
1926,35.56,37.59,50.29,33.02,38.86,44.7,76.2,30.99,30.48,12.7,40.64,38.1,76.2
1927,10.16,27.94,35.56,6.35,26.67,57.15,38.1,20.32,25.4,68.58,12.7,NA,NA
1928,NA,NA,NA,NA,71.88,NA,58.93,NA,NA,12.7,NA,26.67,NA
1929,30.48,33.02,25.4,33.27,40.13,24.64,30.23,48.01,30.48,33.53,NA,59.69,NA
1930,35.56,10.16,38.1,37.85,20.07,45.21,46.23,16.76,39.37,41.91,28.45,26.16,46.23
1931,20.32,21.08,26.67,34.04,12.7,27.94,39.37,33.02,30.48,5.08,1.27,15.24,39.37
1932,32,58.42,39.62,7.87,24.64,16.76,32.26,68.58,44.2,54.61,35.05,15.24,68.58
1933,19.3,41.4,14.73,20.32,28.45,27.69,15.75,41.66,39.62,21.08,25.4,4.32,41.66
1934,12.95,26.16,28.96,57.15,68.83,31.24,50.8,50.8,31.5,98.55,63.5,40.64,98.55
1935,8.13,12.7,22.35,16.26,17.02,33.27,87.63,69.85,50.8,12.7,41.4,22.86,87.63
1936,22.61,34.54,24.38,57.15,17.78,17.78,44.45,33.78,37.59,38.35,10.16,50.8,57.15
1937,45.72,33.78,19.3,37.85,6.35,33.02,81.53,33.02,34.29,10.92,26.42,27.69,81.53
1938,8.13,12.45,9.91,64.77,50.29,39.37,47.75,16,38.1,34.29,28.19,24.13,64.77
1939,11.18,50.29,25.65,13.97,78.74,17.53,16,27.94,53.34,1.52,6.1,34.29,78.74
1940,23.62,43.18,20.07,6.35,31.24,50.29,29.21,91.44,8.89,19.3,38.61,10.92,91.44
1941,9.4,13.46,31.24,15.49,4.06,44.45,23.62,43.18,48.26,106.68,8.13,101.6,106.68
1942,26.67,14.22,47.75,29.46,32.51,46.74,47.24,20.83,54.1,10.67,30.99,30.48,54.1
1943,71.37,27.94,44.7,21.84,40.13,37.08,55.37,43.43,17.27,0,22.1,58.42,71.37
1944,51.31,24.64,86.87,50.29,25.4,44.96,12.19,20.57,15.24,74.42,20.57,12.7,86.87
1945,8.64,17.78,13.46,20.83,14.99,17.27,NA,27.94,52.07,6.35,2.03,38.1,NA
1946,45.72,17.78,22.86,48.26,38.1,33.53,25.4,56.64,33.78,80.01,20.83,0,80.01
1947,24.13,9.65,56.39,32,17.02,27.94,34.04,62.23,59.69,32.77,48.77,38.61,62.23
1948,27.94,33.53,45.72,75.18,45.72,7.87,44.45,40.64,94.49,86.36,54.61,30.99,94.49
