year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1976,2.7,1.66,5,1.88,1,0,1,0,0,0,1,1,15.25
1977,0,2,10,4.64,0,1.74,1,0,0,2,6.99,4.95,33.31
1978,1,0,1.95,2,1,0.78,0.87,0,0,1,6,5,19.6
1979,0,3,3,5.75,5,2,1.66,0,3,1,7,2,33.42
1980,1,2,2.66,5.96,0,1,2,0,6,2,1.7,1,25.32
1981,0,2,2,2,1,7,3,1,0,1,1.75,2,22.75
1982,2.99,3,2,2,0,0,1,0,0,3.43,3.97,10.99,29.38
1983,0,1,4,5,2,0,4,7,3.97,3,4,3,36.97
1984,0,3.9,3,2.88,3,1,0,1,0,12,3,3.39,33.17
1985,3,5,3,2,2,2,0,0,0,5.51,14.97,2,39.48
1986,1.99,3.97,2,0,0,1,13.99,1,4,6,8,2,43.95
1987,1,0,2.97,1,0,0,0.87,0,0,0,4,7,16.84
1988,2,3,2.69,1,0,0,0,0,1,0.97,3,0,13.66
1989,5,7,3,1,2,0,0,3,1.57,5.7,3,0,31.27
1990,5.95,9.86,4,0,4.68,1,3.95,2,2,7.96,1.99,7,50.38
1991,3.71,7,4.04,8.97,7,0,0,0,1,0,2,4,37.73
1992,1,6,3,2,0,0,0,0,0,0,3.66,2,17.66
1993,4,1.7,1,0.87,1,1,4.87,0,4.94,0.96,3.03,0,23.36
1994,0,2,3,1,0,0,0,0,0,0.01,1,2,9.01
1995,1.99,2,3.03,3.83,6,0,0.88,4,0,3.92,2,0.69,28.34
1996,0.94,0,1,0,0,0,0,0,0,0.88,2.56,1.9,7.27
1997,7.88,6,8,2.45,1,0,0.69,0,0,1.99,2,1,31.01
1998,5,1,1,3.97,1,3,0,0,1.71,0,2,3.83,22.52
1999,4,2,0,2.84,0,0,0,0,0,0,1,0,9.84
2000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,1,5,8.49,2,0,NA
2003,1,1,4,0,5,0,NA,0,0,2,5,0,NA
2004,3,1,2,0.71,6,3.87,0,2,5.69,5.96,7,3,40.23
2005,4,3,1.87,0.99,0,8.87,9.96,6,1,6,1,1,43.69
2006,3.65,1,2,5.88,3,0,1,3,1,0.73,2,2.68,25.94
2007,4.57,1,1,2,0,0,0,8,0.86,10.87,0,4,32.3
2008,3,2.95,2,1,1,4,0.91,1,4,0,1,7,27.86
2009,1,0,2.01,0.01,1,4.7,0,1,2,1.9,1,1,15.62
2010,1,0,0,2,4.68,8.95,6.87,13,0.86,3,2,0,42.35
2011,0,1,1,8,2,2.95,7.91,5,4,0,3.99,3,38.84
2012,2,2,9,5,3.74,0,6.99,0,3.97,4,0,3.97,40.68
2013,7,1,0,0.87,0,2,0.69,2,1.81,2,1,5,23.36
2014,1,1,0,2,2,1,2.99,1,4.97,3,1,1.99,21.95
2015,1,0,4.03,10.94,0,3.62,4.79,1,4,1,6.99,14,51.36
2016,0,2.99,9,3.97,2,10.79,8,9,4,0.74,2,2.84,55.34
2017,8.97,4.7,4,8.64,5,4.75,2.66,5,0,7.9,0,2.92,54.55
2018,3,14,2,0,13,1,0.87,1,11,7.96,2.7,4,60.53
2019,6,4,3.97,7,8.86,0,7,5,8.97,7.66,0.97,5,64.44
2020,NA,4,9.03,2.99,3,4,5.6,5,11,8.99,8,1,NA
2021,4,3,7,0,2.68,2.99,3.66,NA,NA,4,0,7.68,NA
2022,2,4,6,2,8,5.32,8.94,2,4.95,0,7,3.96,54.17
2023,4,10,6,4.62,2.99,0,7.9,3,0,1,1.99,4,45.49
2024,4,2,2,4,4,7.94,7.95,8,3,1,5.95,3.84,53.68
2025,0,4,2,6,7,3,15,5,3,1,NA,NA,NA
