year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1896,0,3,1,12,10,8,15,17,4,2,5,0,77
1897,1,4,6,2,1,8,6,2,2,2,1,0,35
1898,4,0,8,1,4,5,3,3,7,4,1,2,42
1899,1,4,4,1,8,4,8,7,3,3,3,0,46
1900,2,1,0,5,1,2,4,6,10,NA,8,0,NA
1901,2,1,NA,0,2,2,10,5,5,1,0,2,NA
1902,0,0,1,3,7,4,8,3,3,1,6,2,38
1903,1,5,13,NA,1,0,3,7,3,0,NA,0,NA
1904,2,1,3,2,0,0,0,2,3,0,0,3,16
1905,1,0,4,3,10,5,5,3,3,2,0,0,36
1906,2,0,3,5,3,9,3,16,17,1,3,2,64
1907,10,1,11,2,1,1,8,3,4,0,2,3,46
1908,0,2,10,11,6,0,1,1,1,0,5,3,40
1909,3,4,1,3,1,5,5,1,2,0,2,2,29
1910,0,2,1,2,2,0,1,1,5,6,1,0,21
1911,3,3,0,5,1,5,2,0,10,5,1,1,36
1912,0,1,3,8,5,3,2,1,12,1,1,6,43
1913,11,4,5,1,2,2,8,1,0,1,4,1,40
1914,2,4,2,2,0,5,1,0,0,1,3,5,25
1915,1,1,0,0,6,0,5,6,5,5,2,1,32
1916,10,4,3,1,4,1,0,3,1,4,4,0,35
1917,5,5,0,2,2,1,0,0,3,1,1,0,20
1918,1,0,8,3,1,1,0,NA,1,18,NA,9,NA
1919,1,0,3,NA,4,0,4,2,1,21,8,1,NA
1920,4,0,2,3,1,2,4,0,4,1,0,1,22
1921,2,3,8,0,2,0,NA,2,9,1,4,0,NA
1922,5,4,NA,8,0,1,4,2,0,2,2,7,NA
1923,3,5,5,2,1,2,1,1,2,1,0,4,27
1924,0,0,4,3,0,4,6,4,2,0,0,9,32
1925,0,4,1,5,2,6,10,5,21,14,2,0,70
1926,3,2,0,1,1,5,1,10,7,2,1,5,38
1927,4,10,6,4,3,6,1,1,3,2,3,NA,NA
1928,NA,NA,NA,NA,1,6,5,NA,4,8,3,4,NA
1929,6,4,11,7,1,0,1,2,6,2,10,4,54
1930,4,3,2,4,6,1,9,2,11,1,5,1,49
1931,1,2,0,0,0,2,8,4,9,3,7,10,46
1932,13,7,1,2,0,3,12,1,4,5,5,11,64
1933,10,4,5,1,10,5,5,4,11,5,3,8,71
1934,4,0,3,4,1,3,8,6,8,3,7,1,48
1935,7,3,7,6,7,3,0,5,4,3,8,1,54
1936,2,0,5,3,0,2,7,5,3,9,2,3,41
1937,17,2,2,3,1,3,1,1,1,4,2,2,39
1938,4,7,8,5,7,0,0,6,2,0,8,1,48
1939,3,9,3,6,2,7,0,0,9,4,0,1,44
1940,0,1,2,4,1,2,13,6,2,1,4,2,38
1941,1,1,0,4,3,4,2,2,4,8,3,3,35
1942,1,1,4,0,0,1,2,1,1,0,1,1,13
1943,4,2,4,1,4,6,0,3,0,0,0,1,25
1944,0,8,1,3,0,0,0,0,7,1,2,0,22
1945,1,6,11,9,4,7,NA,2,9,3,3,0,NA
1946,6,0,7,2,3,3,NA,0,0,0,6,3,NA
1947,2,0,0,4.83,6.86,3.87,0,1,10.69,7.88,0,0,37.13
1948,0,2,5,6.99,2,6.73,3.55,0,0,0,6.68,6,38.94
1949,11.97,5,5.99,0,2,7.64,7,2,5,5.86,1,3,56.45
1950,12.9,5.86,1,2,4.66,10.99,0,1,1.97,7,0,0,47.38
1951,1,2.71,2.66,1,1,2,0.99,2,1.95,4,4.99,4.96,29.26
1952,10,NA,1,0,1,13.91,5.88,7,2.92,0,1,0,NA
1953,2.4,1,2,NA,NA,5,1,6,4,1.69,NA,2,NA
1954,3,1.69,NA,5.91,1,2.99,5.96,3,3,3,NA,2,NA
1955,0.88,1,8.96,2.87,2,0,1.66,4,0,0,1,1,23.38
1956,0,2.66,1,1,4,0,1,1,0,0,1.91,8,20.57
1957,4,12.99,0,2,3,2.61,1,0,8.84,0,6.95,2,43.39
1958,0,0,0,1,1,3.45,1.97,2,3,0,3,0,15.43
1959,0,2.95,1,3,3,1.61,1.79,2,3.69,7,0,1,27.04
1960,NA,0,0,2,1,0.73,NA,0,1.99,2.96,1,0,NA
1961,0,4,4,1,0,0,0,1,2,0,7.01,3.87,22.88
1962,3,1,1,2,2.99,2,2,1,3.92,0.73,0,0.96,20.6
1963,1,0,2,3,4.99,1,1,1,1,1,1.92,0,17.91
1964,0,0,4,5,1,6,0,2,4.95,1,2,3,28.95
1965,1,5,0.96,3,0,0,0,0,1.95,4,2,2,19.91
1966,1.77,4.69,1,1.97,0,0,3,1,0,2,2,3,20.43
1967,3.88,1,5,4.69,2,0,0,0,0,0,2,5,23.57
1968,0,0,0,3.87,2,0,1.96,5,0,5,3,1,21.83
1969,1,1.73,0,4,0,3.74,3,3,2,3,1,0,22.47
1970,3,1,3,8.68,0,1,2,5,1.87,5,0.99,3,34.53
1971,4.71,3,1.99,1,0,0,0,0,0.84,9.87,2,10.69,34.1
1972,13,1,1.01,3,0,0,0,0,2,2,2.99,7,32
1973,3,1,10,1,0,1.71,0,0,1,0,3,2.96,23.68
1974,13,2.88,0.64,2.94,2,0,0,0,0,1,2,3,27.45
1975,3.99,5,4,1,0,1,0,1,1,3,7,0.9,27.88
