year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
2015,7.2,5.6,9.4,16.1,21.1,27.2,29.4,27.2,24.4,18.9,13.3,12.8,5.6
2016,7.2,7.8,11.1,12.8,18.9,21.1,31.1,28.9,23.3,20,11.1,6.1,6.1
2017,3.9,11.7,9.4,19.4,20.6,20.6,23.9,24.4,21.1,15,11.7,5.6,3.9
2018,2.2,11.1,11.7,12.8,25,27.2,28.9,27.8,26.1,17.8,8.9,6.1,2.2
2019,7.2,11.1,11.7,13.9,25,23.3,30.6,28.3,25.6,21.1,7.8,8.3,7.2
2020,5.6,7.2,15,13.3,21.7,NA,30.6,27.8,NA,NA,15,6.1,NA
2021,7.2,6.1,11.7,13.3,21.1,26.1,28.3,26.1,26.1,17.8,8.9,7.8,6.1
2022,2.8,7.2,14.4,14.4,23.3,29.4,25.6,30,18.3,17.2,10,-1.1,-1.1
2023,10,12.2,15,11.1,15.6,23.3,29.4,26.7,22.8,18.3,8.3,9.4,8.3
2024,6.1,9.4,15.6,19.4,26.1,28.9,30,23.9,22.2,18.9,11.7,8.9,6.1
2025,2.2,9.4,12.2,21.1,22.2,24.4,30,NA,NA,NA,NA,NA,NA
