year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1947,2.81,0,0,2.96,3.99,3,0,0,1.96,1.87,0,0,16.58
1948,0,3.71,4,2,1,5,0.73,2,0,0,5.65,5.96,30.05
1949,11.99,4,4.75,0,0,0,4.99,0,0,2,1,3.71,32.44
1950,15,4.69,2,0,2,5.86,0,0.88,0,2,4,0.99,37.42
1951,2,3.88,4.96,0,2,1,1,1,1,3,2,3.99,25.83
1952,10.97,2,NA,0,0.99,5.77,8,0.96,0,0,1.96,1,NA
1953,4,0,1,NA,NA,4,0,8,3.86,4.84,NA,1,NA
1954,5.99,2,NA,3,0,2,11.55,11.75,14,11,NA,0,NA
1955,2,0,4.57,0,2,0,0,0,4.75,1,5,3,22.32
1956,0,3,1,0,4,0,0,7,3.75,0,2,10.91,31.66
1957,6,7,0,0,0,0,1,5.99,7,0,1,0,27.99
1958,0,1,0,1,0,3,0,4,5.96,3.88,7,0,25.84
1959,2,3,0,2,5,3,1,2.95,0,1.88,1,0,21.83
1960,NA,1,0,5,4,0.84,NA,0.74,1,3,2,1,NA
1961,0,4.69,4,0,0,0,0.95,2,6,3,8,1,29.64
1962,2,8,1,0.01,14,0,2.95,0.99,5,5.83,1,1,41.78
1963,1,0.94,3.79,6,8,5,0,4.95,1.75,4.86,1.87,0,38.16
1964,0.73,0,0,0,4.97,1,0,0,0,0.88,2.88,2,12.47
1965,3,3,0,2.84,2.97,0,0,0,0.77,0,0,1.86,14.44
1966,3,0,1,1,0,0,2.84,0,1.96,1,3.95,1,15.75
1967,5.87,0,9.77,9.74,6,0,0,0,0,0,1.99,5,38.36
1968,0,0,5,3.96,0,0,3.99,8,0,2.9,0,1,24.84
1969,0,0,0,1.01,0,0,0.88,0,0,1,0,0,2.9
1970,2,0,0,3,4,4,4.81,4.96,3,0.9,3,7.9,37.56
1971,0,0,0,2,0,2,0,0,0.97,3.92,1,11,20.9
1972,3.96,1,1.96,3.96,0,1,0,1.73,9,2.87,0.99,5.73,32.19
1973,0.86,0,5.94,0,1,0,0,0,0.97,1,11.94,2,23.7
1974,16,2,7.87,4,3,0,0,0,0,3.99,3,3,42.86
1975,4.83,2,1,1,1,0,0,3.92,2,2,4.97,0.95,23.68
1976,1,6.87,6,3.75,0,0,1.99,0,0,0,0,0,19.61
1977,0,2,5,5,6,3,14,1.87,0,0,0,0,36.87
1978,0,0,0,10,0,4,3.73,1.68,6.58,5,3,6,39.99
1979,0.83,0,0,0,0,0.86,0.73,1,0,2.84,4.99,2,13.25
1980,0,0.71,0,2,0,3,6,10.44,13,1,0,0,36.16
1981,0,1,0.74,9.01,1.96,8,1.75,0,0.75,4,1,1,29.22
1982,1.88,2,6,1,2,0.87,0.73,1,0,0,2,9,26.48
1983,0,0,0,0.96,0,0,4.68,9,2.92,0,0,0.88,18.44
1984,0,1.87,3,0,0,2,0,0,6.78,15.74,0,15.91,45.3
1985,2,3,7.78,7,5,8,0,0,5,6,10.96,1,55.74
1986,1.7,5.94,2.96,11,5,7.7,19.79,3.71,9.99,5,8,1,81.79
1987,0,0,0,3,5,2,3,9.99,0,1,2,4.96,30.95
1988,0,2,0,4,1,7,6.74,4.74,2,0,4,4.66,36.14
1989,6.62,7.69,10,5,2,4,0,5.75,0,4,5,0,50.06
1990,6.75,10,10.95,4.7,5,8,11,4.86,10.62,7.79,4,4.9,88.57
1991,3,3.94,7,0,0,2,1.97,0,7,7.32,7,6.9,46.13
1992,0,2,5.97,1,0.97,0,2,0,1.71,0,0,0,13.66
1993,1.97,0,2,4,0,4,20.94,7,6.57,3.99,5,1,56.47
1994,1,2.71,7.86,3.94,1,4.65,0,0.74,0,0,2.96,2.96,27.82
1995,2.99,1,3,7.96,7,2,2.95,6,0,4.77,1,2,40.66
1996,1,7,0,2,10.7,5,4,0,4,3,1,6.57,44.27
1997,5.96,7,13.95,0,0,0,4.96,6.83,2.75,4.97,0,0,46.43
1998,5,1,3,0,5,16.65,10.49,7.88,2.96,5.94,7,13,77.92
1999,10,8,1,13.99,0,2.86,11.84,14,3,0,7.87,0.68,73.23
2000,6,5,3.96,0,14,10.9,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,4,2,3,0,0,NA
2003,0,0,0,0,0,0,NA,0,0,0,1.9,0,NA
2004,2,0,2.01,1,2,0,0,0,0,1,3,1,12.01
2005,6.84,0,0,0,0,0,0.95,1,6.99,2.96,6,0,24.74
2006,3,0,2.99,3.44,2,0,1.97,0,0,0,2.87,1.69,17.96
2007,3,0,3,2,1.99,0.74,0,6.87,4.99,6,1,7,36.58
2008,3.94,3,0,0,0,5,0,1.97,0,0,0,4,17.91
2009,1.96,2.99,2,1,0,1,0.88,0.99,0,2.87,0,1,14.69
2010,0,0,0,5.94,3.99,3,2,0,3.96,2,1.99,0,22.87
2011,0,4,3,3,8.97,8.61,3.78,2,0,0,4,3,40.36
2012,2.95,4,8,4,3,2,4,0,0,0,1,2,30.95
2013,10,0,0,0,0,0,0,0,0,0,1,3,14
2014,0,1,0.83,1.01,2.99,0.79,0,4,1,7,1,0.97,20.6
2015,0,0,5.81,2,2,10.74,1.96,0,0,0,1,10,33.51
2016,0,1,2,0.97,0,1,5.61,0,0,5,3,4,22.58
2017,7.61,5.87,4,0.91,0,0,0,0,1,4.74,3.99,1,29.12
2018,1,8,1,0,3,0,0,0,0,2,0,0,15
2019,1.52,6,0,0,11.83,0,1.77,4,14.84,4.97,0,2,46.94
2020,NA,2,6,0.96,0,0,0,0,2,5,6,0,NA
2021,1.97,3,2,1.01,1,0,0,NA,NA,2,0,7,NA
2022,3,4.94,3,0,2.96,9.83,0,0,1,0,4,1,29.73
2023,3,8,4,2,0,0,0,2.87,0,0,1.95,1,22.82
2024,3,0,0,2,2.95,3.56,1,0.73,2,4.87,3,3,26.1
2025,1,5,0,2,1,0,1,0,2,0,NA,NA,NA
