year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1896,0,2,1,12,14,5,6,6,4,2,5,0,57
1897,0,1,5,2,0,11,6,7,6,5,4,2,49
1898,9,2,8,0,19,13,8,1,4,3,1,1,69
1899,3,4,3,1,10,10,4,10,4,5,4,1,59
1900,0,1,0,2,1,0,3,19,13,NA,7,0,NA
1901,1,1,NA,0,6,NA,3,0,8,3,1,6,NA
1902,1,0,1,5,14,6,11,5,2,2,6,0,53
1903,0,3,3,NA,5,0,3,5,2,3,NA,0,NA
1904,1,1,3,2,2,9,6,3,4,7,0,5,43
1905,0,0,5,4,10,10,6,6,11,10,5,0,67
1906,4,0,0,11,5,12,3,9,13,0,5,2,64
1907,13,0,13,3,4,4,10,6,6,1,0,4,64
1908,2,5,15,4,7,1,4,13,0,1,7,2,61
1909,10,5,1,6,4,2,2,7,2,2,7,2,50
1910,2,2,12,9,4,2,0,1,8,11,3,1,55
1911,9,7,7,5,15,20,6,9,20,10,2,4,114
1912,1,0,7,6,4,5,4,11,7,5,4,6,60
1913,12,0,3,5,16,11,11,13,6,6,6,0,89
1914,3,2,4,7,17,19,6,7,6,6,6,0,83
1915,0,2,0,14,13,6,15,8,16,15,14,3,106
1916,14,NA,NA,7,16,4,0,11,8,7,10,2,NA
1917,8,7,6,10,5,6,6,6,2,NA,1,0,NA
1918,2,14,6,2,11,5,4,8,0,11,6,3,72
1919,2,0,0,NA,2,2,5,1,4,NA,7,0,NA
1920,5,0,1,2,4,12,8,2,7,6,1,0,48
1921,3,8,8,11,4,4,NA,3,23,0,2,2,NA
1922,0,3,NA,6,2,3,4,0,6,5,7,2,NA
1923,3,3,NA,1,2,0,1,4,3,0,0,4,NA
1924,0,1,3,4,NA,11,4,6,3,3,6,8,NA
1925,1,3,5,11,4,15,13,16,27,9,2,2,108
1926,4,1,1,1,8,7,5,11,9,14,2,7,70
1927,5,12,5,7,11,6,2,3,12,6,10,NA,NA
1928,NA,NA,NA,NA,4,5,1,NA,0,NA,0,0,NA
1929,2,1,5,5,1,1,2,6,0,0,8,2,33
1930,6,4,0,6,5,0,10,6,3,2,1,0,43
1931,0,0,0,0,2,10,9,7,19,12,6,4,69
1932,3,0,0,3,3,7,15,6,6,2,0,3,48
1933,6,1,4,0,12,13,7,11,17,5,3,14,93
1934,2,1,3,7,3,13,9,7,3,6,8,1,63
1935,4,2,5,NA,8,5,1,5,3,5,5,0,NA
1936,1,2,2,2,8,7,14,6,6,5,0,4,57
1937,12,3,0,4,7,5,2,0,0,4,2,0,39
1938,1,4,8,1,8,1,0,9,8,4,5,1,50
1939,3,4,6,2,3,10,3,4,13,14,2,1,65
1940,0,0,0,3,6,10,7,2,NA,8,4,1,NA
1941,0,0,0,8,13,4,2,4,7,11,6,5,60
1942,1,0,2,10,3,3,6,4,12,7,6,4,58
1943,8,8,4,2,3,11,1,11,7,5,4,3,67
1944,3,4,1,2,6,9,5,4,9,4,0,0,47
1945,0,8,17,7,5,9,NA,0,8,5,7,0,NA
1946,5,1,4,7,0,2,NA,2,0,1,5,6,NA
