year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1973,2.88,5.74,0.64,4,5,0,1,1.97,0,2,3,2,28.23
1974,0,3,1,5,0,5.57,7,2,3,10.88,3.99,4,45.44
1975,0,0,4.96,6,0,0,0,0,2.95,0,1,2,16.91
1976,2.99,0,1,1.99,4.73,3.95,1,7,4.99,10,12.81,5,55.44
1977,14.94,11,0.99,1.01,3,3.87,5.75,2,0,7.08,NA,NA,NA
1978,8.73,9.77,3,5.87,1,3.96,1.87,2.96,0.99,7.99,0,5.97,52.1
1979,11.94,11,1.86,1.96,6,13,8.88,8,0.94,12.56,4,8.91,89.04
1980,2,16.58,5,5.69,6,8,9.86,7,0.08,9.77,3,3,75.97
1981,9,8.47,4.96,0,5.82,2,2,7.82,10.01,7,3.1,8,68.18
1982,5,0,4.94,3,0,0,0,5.88,9.87,4,5,2,39.69
1983,5.82,2.94,3.65,9.94,2.84,9,9,6.96,4.78,0,0.84,4,59.77
1984,4.95,3.94,3.86,0,5,3,3.58,0.65,9.73,3,7,1,45.7
1985,6,1.9,3,4,1.87,5,2.95,4,7,1.08,0,2,38.79
1986,3,0,4.09,5,4,1,1,3.95,0,2,1,0,25.04
1987,0,0,2,5,0,2.56,5,0,0,12,4,1,31.56
1988,3,6,3,2.91,5,12,3,0,0,10.55,0,2,47.45
1989,0,4,0,3.97,6,0,1,3,0,1,0.31,5,24.29
1990,0,0,1,2.97,4.38,4.78,1,0,4,0,0,0,18.13
1991,0,3,0,0.64,0,1.96,0,0,1,1,2.97,0,10.57
1992,0,0,1.64,5.96,3.87,2,0,1,0,2.99,0,0,17.45
1993,0,1,6,5.09,3,0,2,1,2.09,1,2,1.95,25.13
1994,4,0,0,0,2.96,0,0,6,1.68,0,0,0,14.64
1995,0,3,0,1.01,0,2,0,0,2,0,1.87,4.99,14.87
1996,0.99,4,6,2,2,3.05,0,1,3.94,1,7,2,32.97
1997,1,0,0,6.42,4.87,3.94,3.87,6,4,0,2,2,34.09
1998,1,0,3,0,0,1,0,4,2.73,0.65,0,0,12.38
1999,2,3.81,1,2,1,2,1,1,7,3,5,3.65,32.45
2000,2,0,0,4.87,4,3,0,3,2.84,5.87,2,14.82,42.4
2001,6.99,0,2.96,4,1,0,6,3,5.95,9,0.97,0,39.87
2002,0.99,4,6,0,8,6,1,5,0,0,1,0.68,32.66
2003,6,0,2,1,0,2,0,0,3,2.92,0,1.99,18.91
2004,0,0,1,2.01,2,0,1,5,0,0,0,7,18.01
2005,4,0,2.01,7,9.83,2.96,4,0,1.06,2.99,1.87,3,38.73
2006,0,2.86,2,1.18,2.95,3.01,5,1,2.97,5,1.96,4,31.94
2007,0,NA,NA,NA,5.55,NA,NA,0,0,NA,NA,0,NA
2008,NA,2,NA,NA,14.94,4,11.88,9.88,NA,9.68,12,1,NA
2009,5,7,2,1,3,0,7,1,3,1.7,0,0,30.7
2010,7.79,1.99,3.09,1.01,0,2,4,1,1.87,0.16,3.99,9.88,36.78
2011,2.91,0.96,1,2.88,2.73,0,1,4.65,5.88,5,5.96,2.87,35.84
2012,1,2,0,4,0,8.09,2,8,4,1,4.78,1,35.87
2013,0,2.71,6,1,4,3,5,8.88,1,2,5.1,1,39.7
2014,8,0,5.61,3,NA,3,3,2.65,0,1,7.95,0,NA
2015,1.99,3,2,1.79,1,0,2,2,5,0,0,0,18.78
2016,0,0.91,0,0,0,0,0,0,0,0,0,0,0.91
2017,0,0,3,0,0.56,0,1,2,3,1,0,0,10.56
2018,7.99,0,1,3,0,0,1,0,0,0,0.74,0,13.73
2019,0,0,0,1,1,2,8.95,7,1,0,3,0,23.95
2020,0,1,0.09,0,4.61,2,0,1,4,0,0,1,13.7
2021,0,0,0,5.96,7,3,3.99,1,4,0,2.21,0,27.16
2022,1,0,2.61,1,1,2,0,1.87,1,5.05,3,6,24.53
2023,0,0,4,0.99,4.04,2,0,0,1,1,1.69,0,14.71
2024,1,0,0,1,0,1,0,0,1,1,0,2,7
2025,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
