year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1996,22.2,28.9,27.8,31.7,36.7,37.2,40,33.3,34.4,34.4,27.2,26.1,40
1997,25,30,NA,30,32.2,34.4,43.3,35.6,35,30.6,28.3,25,NA
1998,24.4,25,28.3,30,35.6,39.4,41.1,36.7,34.4,31.1,28.3,30,41.1
1999,26.1,27.8,27.8,32.2,33.9,35.6,37.8,39.4,NA,29.4,NA,24.4,NA
2000,25.6,25.6,28.3,29.4,36.7,38.9,41.7,NA,35.6,32.8,28.9,21.7,NA
2001,23.3,NA,28.3,32.8,36.1,36.1,35.6,35.6,33.3,31.1,NA,27.2,NA
2002,27.2,28.9,31.7,35,36.7,40.6,38.9,NA,35.6,33.3,28.3,21.7,NA
2003,22.8,26.1,29.4,30,33.9,34.4,35.6,35.6,NA,28.9,30,21.7,NA
2004,26.7,26.1,33.3,33.3,36.1,36.1,36.1,NA,32.2,31.7,30,26.7,NA
2005,26.7,26.7,NA,31.1,NA,NA,37.8,37.8,37.2,NA,NA,22.2,NA
2006,25.6,26.7,29.4,33.3,37.8,40,37.2,37.8,NA,32.2,27.2,26.1,NA
2007,26.7,26.1,36.1,32.8,36.7,36.1,37.2,39.4,35.6,NA,28.3,27.2,NA
2008,25.6,27.2,27.8,30.6,34.4,39.4,37.2,39.4,35,30.6,25.6,27.2,39.4
2009,25.6,25.6,29.4,33.9,35.6,37.8,38.3,37.2,37.2,33.9,30,23.3,38.3
2010,22.2,21.7,26.7,32.8,33.3,38.9,39.4,38.9,35.6,31.7,32.8,22.8,39.4
2011,24.4,29.4,31.7,33.3,38.3,40,39.4,42.8,36.1,31.1,28.3,27.2,42.8
2012,25.6,30,31.1,NA,34.4,37.8,37.8,35,35,32.2,NA,25.6,NA
2013,NA,24.4,NA,30.6,32.8,NA,35,35.6,33.9,NA,NA,28.3,NA
2014,23.9,27.8,28.3,31.7,36.1,36.7,36.1,38.3,35.6,32.2,30,25.6,38.3
2015,23.9,24.4,31.7,32.8,34.4,37.8,36.7,36.7,36.7,31.1,28.9,29.4,37.8
2016,23.3,28.9,31.7,28.3,33.3,36.1,36.7,37.2,34.4,30,28.9,30.6,37.2
2017,25.6,26.7,31.7,31.7,33.9,33.3,35,35.6,34.4,32.8,28.9,24.4,35.6
2018,23.9,28.3,28.9,29.4,33.9,35.6,35.6,33.9,35.6,32.8,28.9,23.9,35.6
2019,26.7,27.8,28.9,31.1,38.3,36.1,36.7,37.8,35,35.6,30,27.2,38.3
2020,26.1,27.8,31.7,30.6,32.2,NA,36.1,35.6,NA,NA,28.3,25,NA
2021,26.1,28.3,31.7,31.1,34.4,35,36.1,36.1,34.4,32.2,27.8,28.3,36.1
2022,28.9,30.6,30.6,32.2,36.1,38.9,37.2,37.2,35.6,30,28.9,28.3,38.9
2023,26.1,31.1,31.1,31.7,33.9,35,36.1,37.2,35,30.6,29.4,26.1,37.2
2024,28.3,26.7,30.6,32.8,35,37.8,37.8,36.7,35,33.3,31.1,27.2,37.8
2025,24.4,29.4,28.3,31.7,35,36.1,38.3,NA,NA,NA,NA,NA,NA
