year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1899,54.7,NA,30.2,22.4,46.8,49.5,79.5,132.8,108.4,132.1,135.9,15.7,NA
1900,42.9,18.2,47.5,65,48,64.3,44.8,76.2,124.5,35.3,27.2,NA,NA
1901,47,35.3,24.7,52.4,47,134.6,54.1,72.1,72.1,12.7,18.5,16,134.6
1902,10.2,41.7,72.6,17.2,26.7,50.6,103.3,89.7,125.8,77.2,35.9,107.7,125.8
1903,34.8,47.3,58,56.9,NA,83.3,126,138.4,216.2,34.8,51.6,20.8,NA
1904,65,70.6,45,10.2,23.6,32,98.1,100.4,47.2,17.8,27.9,14.5,100.4
1905,19.3,57.4,76.5,43.7,55.9,66.1,79.3,56.9,50.3,62.7,37.6,38.1,79.3
1906,103.4,45.7,35,26.9,69.1,266.9,73.7,51.3,36.1,75.4,13.5,55.1,266.9
1907,22.4,36.2,20.6,35,52,101.9,96.6,92.8,152.7,147.6,14,131,152.7
1908,44.7,88.7,102.5,61.2,50.6,73.4,57.4,53.8,56.6,81,22.6,20.4,102.5
1909,10.9,22.6,121.6,32.8,18.3,129.8,105.7,73.7,47.4,8.4,11.2,39.3,129.8
1910,26.4,69.1,31.3,27.7,39.1,105.4,77.4,80.3,88.4,135.1,34.5,28.4,135.1
1911,39.9,24.2,42.4,35,0,76.1,69.7,92.5,94.3,29.2,49.3,52.5,94.3
1912,67.1,67.4,46.5,67.3,54.9,73.4,52.9,70.4,76.2,41.4,19.1,47.8,76.2
1913,78.8,71.4,52.8,34.8,20.8,NA,NA,NA,NA,25.4,NA,46.7,NA
1914,44.7,52.8,29.5,27,12.7,112.2,54.5,63.7,44.5,58.5,43.7,65.3,112.2
1915,55.9,28.9,34.1,34.1,211.6,97.4,37.8,98.5,31.5,58.9,67.6,29.7,211.6
1916,27.7,18.1,34.3,39.9,35.1,72.9,149.4,60.5,29.7,50,26.2,21.5,149.4
1917,42.3,47.8,78.7,37.9,66.3,30.2,53.6,65,71.1,69.6,5.6,20,78.7
1918,17.2,16.5,29.2,38.4,68.9,52.6,31,43.7,NA,20.8,63.8,72.2,NA
1919,19.3,111.5,111.5,14.5,26.7,145.3,134.4,85.7,25.9,38.6,6.1,6.8,145.3
1920,50.8,89.5,78.2,55.1,46.7,53,68.7,66.8,36.6,59.7,39.4,68.6,89.5
1921,17.5,26.7,29.2,20.8,96.1,67.5,92.8,54.6,58.4,58.4,48.3,48.3,96.1
1922,30.3,53.1,65.1,13,95.3,71.1,69.8,120.1,44.5,97.6,0,124,124
1923,20.1,24.1,73.5,32,91.7,108.2,66.1,80,78.5,48,54.6,95,108.2
1924,30.2,31.5,48.8,50.8,25.4,65,107.2,14,173.8,156.2,16.5,70.9,173.8
1925,101.8,47.5,14.5,22.9,28.7,57.9,82.5,23.3,25.2,74.2,77.2,79.6,101.8
1926,57.7,67.5,35.8,35.3,39.9,111.5,101.2,84.9,20.1,12.9,37.3,26.7,111.5
1927,16,50.1,21,19.8,19.3,131.9,99.4,115.6,41.4,69.3,20.5,75.7,131.9
1928,19.1,108.5,41.9,99.1,27.2,51.6,99.7,84.3,211.4,41.6,11.5,17,211.4
1929,36.6,71.7,57,43.7,52.3,90.2,74.4,86.9,67,81,72.4,42.2,90.2
1930,51.8,27.2,30,91.9,31.2,80.9,126.8,79.3,120.9,17,82.1,27.4,126.8
1931,48.5,29.5,22.9,27.5,42.6,57.7,78.2,68.2,7.6,10.9,5.9,14.7,78.2
1932,38.4,23.9,42.9,18,37,158.5,98,91.3,45.3,72.2,91.5,89.7,158.5
1933,60.7,111,28.7,71.7,49.3,50.1,37.8,44.7,110.2,33.5,29,4.6,111
1934,23.3,31,17.5,36.1,137.6,157.4,30.7,139.4,110.7,60.5,53.6,53.6,157.4
1935,16.2,53.3,20.3,36.1,36.1,85.6,101.8,168.5,114.8,71.1,71.1,26.1,168.5
1936,42.1,53.9,24.6,66.6,24.9,94,57.7,99.3,23.6,88.5,52.1,53.6,99.3
1937,100.4,41.7,33.3,82.5,60.2,73.2,97.1,193.1,195.1,65,32.8,35,195.1
1938,9.4,14.9,6.1,76.4,77.7,90.5,88.6,40.8,109.8,109.8,20.6,19.8,109.8
1939,24.1,88.4,112.3,54.6,50.1,95.8,80.6,123.2,23.9,23.4,38.2,32.3,123.2
1940,38.8,93.6,71.9,71.9,40.9,101.1,84.9,257,22.6,22.6,18.6,28.6,257
1941,38.1,40.4,44.7,57.1,18.5,249.7,241.6,24.7,34.1,25.2,26.2,113.3,249.7
1942,57.4,40.7,89.2,24.1,36.3,143.9,73.1,25.2,84.8,17,10.1,29.5,143.9
1943,29,39.6,66.4,40.4,22.1,91.4,99.6,81.8,44.2,1.5,29,59.5,99.6
1944,61.7,94.8,86.3,87.4,32.3,13.5,103.4,69,50.8,176.6,29.2,29.2,176.6
