year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1950,-0.56,-2.78,-1.11,0.56,12.22,14.44,18.89,16.67,8.33,8.33,-11.11,-6.11,-11.11
1951,-6.11,-7.22,-0.56,3.89,10,17.78,15.56,16.67,11.67,8.33,-5.56,-6.67,-7.22
1952,-6.11,NA,-0.56,1.67,8.33,17.78,18.33,14.44,12.22,-3.33,1.11,-6.11,NA
1953,-3.33,-2.22,-0.56,NA,NA,11.67,15.56,13.89,10,2.78,NA,-8.89,NA
1954,-4.44,-2.22,NA,4.44,6.67,11.11,12.22,17.78,12.22,1.11,NA,-6.11,NA
1955,-5,-8.33,-5.56,3.89,8.33,12.22,15,17.78,15.56,2.22,-7.22,-7.78,-8.33
1956,-6.11,-1.11,-2.22,1.11,6.67,11.67,18.89,16.67,7.78,5.56,-6.67,-3.33,-6.67
1957,-8.33,-2.78,-3.33,3.33,5.56,16.67,17.22,13.89,10.56,-1.11,-3.33,-10,-10
1958,-8.33,-12.22,-2.22,2.78,5.56,13.89,14.44,17.78,7.78,2.78,-0.56,-11.11,-12.22
1959,-11.11,-6.67,-1.11,3.89,8.89,14.44,17.22,18.33,11.11,4.44,-7.78,-4.44,-11.11
1960,NA,-5.56,-7.22,0.56,6.11,12.78,NA,16.67,13.33,2.22,-2.22,-10,NA
1961,-10,-3.89,-1.11,1.67,6.67,13.33,16.11,15.56,9.44,-0.56,-3.89,-6.67,-10
1962,-8.89,-6.11,-2.78,-0.56,9.44,12.78,15.56,17.22,8.33,-1.67,-1.67,-15.56,-15.56
1963,-10,-6.67,-2.22,2.22,3.33,14.44,12.78,15.56,8.89,1.11,-3.33,-10,-10
1964,-9.44,-3.89,-3.89,1.67,10,14.44,15,15,10,1.67,-1.11,-7.78,-9.44
1965,-6.67,-6.11,-3.89,3.89,7.78,13.33,17.78,13.89,11.67,-1.67,-3.33,-5,-6.67
1966,-15,-7.22,-3.89,1.11,5,9.44,15,14.44,10.56,3.33,-3.33,-7.22,-15
1967,-5.56,-11.67,-3.33,3.89,5.56,11.67,15,15,2.78,-1.11,-4.44,-6.67,-11.67
1968,-6.67,-7.78,-5,1.67,6.11,12.78,17.22,13.89,11.67,0,-3.89,-7.78,-7.78
1969,-11.11,-6.67,-5.56,3.33,5,13.89,20,14.44,11.11,3.33,-5.56,-7.22,-11.11
1970,-15,-10,-4.44,2.78,6.67,13.89,15,18.89,7.22,1.11,-9.44,-6.11,-15
1971,-9.44,-8.89,-3.89,0.56,2.22,12.78,17.78,18.33,13.33,3.89,-2.78,-3.33,-9.44
1972,-10,-7.78,-2.78,-1.11,8.89,8.33,14.44,16.67,11.67,1.11,-3.89,-7.78,-10
1973,-7.22,-13.89,-0.56,0,6.67,15.56,18.33,14.44,15,1.11,-5,-9.44,-13.89
1974,-2.78,-9.44,-2.22,0,9.44,11.67,15,17.22,8.33,-1.67,-3.89,-6.11,-9.44
1975,-4.44,-5,-6.11,0.56,10,14.44,15,17.78,11.11,2.78,-4.44,-10.56,-10.56
1976,-11.11,-5.56,-2.22,-1.67,3.89,12.22,17.78,13.89,7.78,-3.89,-6.11,-8.33,-11.11
1977,-11.67,-7.78,-1.11,2.78,5,10.56,16.11,16.11,12.22,0,-5.56,-7.78,-11.67
1978,-10,-9.44,-6.11,1.11,8.33,13.33,16.11,16.11,11.11,1.67,1.67,-6.11,-10
1979,-10,-8.89,-2.22,3.33,7.78,12.22,15,12.78,14.44,1.11,-6.67,-7.22,-10
1980,-5.56,-10.56,-12.78,3.33,5,12.78,18.33,13.33,13.89,1.11,-1.67,-6.11,-12.78
1981,-11.11,-7.78,-3.33,4.44,5,12.78,17.78,15.56,7.22,0,-3.33,-10.56,-11.11
1982,-16.11,-1.67,-2.22,-3.33,7.22,13.89,18.89,15,8.33,3.33,-1.67,-3.89,-16.11
1983,-7.78,-3.89,-0.56,-2.78,8.33,10.56,13.89,14.44,7.78,3.89,-1.67,-13.89,-13.89
1984,-7.22,-7.22,-3.33,1.67,6.67,8.89,17.78,17.78,8.33,5.56,-2.22,-6.67,-7.22
1985,-18.33,-6.67,-2.22,0.56,6.67,13.33,16.67,14.44,7.22,5,0.56,-11.11,-18.33
1986,-13.33,-4.44,-5,0.56,5,16.11,18.33,12.78,13.33,2.22,-3.89,-3.89,-13.33
1987,-5.56,-5.56,-1.67,-3.89,8.33,14.44,15,17.78,9.44,-2.78,-5,-5.56,-5.56
1988,-7.22,-7.78,-6.11,2.78,6.67,7.78,12.78,16.11,13.89,-1.11,-1.11,-8.89,-8.89
1989,-2.22,-7.78,-1.11,0,2.78,17.78,16.67,16.11,12.78,0,-3.33,-9.44,-9.44
1990,-3.89,-2.78,-2.22,1.67,7.22,14.44,18.33,18.89,6.11,2.22,-2.78,-3.89,-3.89
1991,-5.56,-10.56,-2.78,4.44,10,11.11,18.89,15,7.22,1.67,-5,-7.78,-10.56
1992,-8.33,-5.56,-3.89,-2.78,6.67,11.67,18.33,15,10,0,-3.33,-5.56,-8.33
1993,-2.22,-5.56,-7.78,-0.56,7.78,15.56,19.44,16.67,7.22,2.78,-2.22,-8.33,-8.33
1994,-12.22,-6.67,-2.22,1.67,5,16.67,17.78,12.78,10,0.56,-3.33,-4.44,-12.22
1995,-7.78,-10,-1.11,2.78,7.22,12.22,18.33,17.78,8.33,2.78,-3.89,-8.89,-10
1996,-8.89,-11.67,-10,-3.33,3.33,8.89,16.11,14.44,8.89,0.56,-4.44,-8.89,-11.67
1997,-7.78,-3.33,1.11,0.56,6.67,12.22,15.56,13.89,8.89,2.22,-4.44,-6.67,-7.78
1998,-7.22,-3.89,-7.22,3.89,10,11.11,17.22,12.78,8.33,-1.11,-2.78,-6.11,-7.22
