year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1994,-0.86,3.45,6.67,9.78,12.53,18.76,19.34,17.99,15.07,10.13,7.07,3.8,10.34
1995,0.66,2.72,8.23,11.04,15.91,17.98,20.54,20.75,16.65,12.15,3.26,-0.95,10.79
1996,0.07,1.78,3.33,8.07,14.19,16.72,19.03,17.74,15.32,8.17,3.78,3.89,9.39
1997,3.62,5.87,10.64,9.11,13.19,18.04,20.57,18.78,17.13,11.52,4.52,2.53,11.33
1998,3.6,3.95,5.18,10.24,16.11,19.17,20.25,18.78,16.57,10.25,7.5,4,11.34
1999,1.79,1.85,2.02,10.8,11.13,15.89,18.46,18.48,13.46,8.57,4.22,-0.9,8.85
2000,-1.5,-0.71,4.43,5.46,12.44,15.31,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,20.36,20.11,15.05,5.07,1.35,NA
2003,-0.68,2.94,9.03,10.31,16.52,19.26,NA,21.13,16.72,11.38,7.63,-0.73,NA
2004,-0.06,1.65,7.28,9.26,17.33,20.83,21.42,20.8,18.91,14.18,7.65,1.33,11.74
2005,3.21,3.95,5.03,8.93,13.75,20.41,22.35,22.01,18.87,12.56,6.52,1.06,11.6
2006,4.46,1.98,5.88,11.76,14.27,18.24,19.26,20.84,17,10,6.17,4.3,11.26
2007,3.53,1.67,7.22,8.22,13.28,19.13,19.96,22.1,18.04,14.44,4.35,4.93,11.48
2008,1.4,3.29,6.11,10,14.43,20.13,20.74,20.84,18.61,9.75,3.28,5.2,11.13
2009,1.27,1.81,6.52,9.56,16.68,20.46,19.95,20.77,17.54,11.67,7.28,2.4,11.39
2010,-1.35,-0.38,4.8,10.09,17.51,21.52,21.76,22.37,17.61,10.02,5.5,-2.81,10.64
2011,-0.56,4.59,6.7,11.69,14.95,20.39,21.95,21.33,17.31,9.21,5.93,4.46,11.62
2012,2.81,4.52,11.25,11.44,17.22,17.98,21.99,20.57,16.93,11.63,3.72,5.2,12.17
2013,4.89,2.42,3.52,10.63,14.34,20.35,21.83,20.59,17.33,12.13,5,4.93,11.57
2014,-1.68,2.89,4.03,11.35,15.52,20.28,21.25,20.68,19.24,11.56,3.2,4.28,11.16
2015,1.31,-0.25,8.08,13.24,15.5,20.43,21.83,20.99,18.82,12.08,10.02,10.59,12.83
2016,1.06,3.66,9.91,11.26,15.54,20.87,22.62,22.37,19.61,12.74,6.52,4.91,12.62
2017,6.34,6.69,6.93,13.57,16.13,20.06,21.67,21.29,17.52,12.81,6.05,4.07,12.79
2018,-0.7,10,5.5,8.89,17.69,20.37,21.52,20.97,20.96,13.92,6.59,5.07,12.58
2019,3.15,6.43,6.72,11.76,18.26,19.41,21.27,21.45,19.69,14.61,4.89,5.32,12.77
2020,NA,5.22,11.17,10.52,14.86,19.85,22.35,21.77,18.32,14.71,9.5,1.72,NA
2021,3.48,4.05,8.6,9.68,14.12,20.28,21.3,NA,NA,13.57,4.17,7.49,NA
2022,1.04,4.88,8.51,10.24,17.1,20.26,22.58,21.4,17.5,10.04,9.3,3.49,12.18
2023,4.83,7.66,8.37,11.31,14.84,18.44,22.33,21.4,17.11,11.49,6.33,4.23,12.41
2024,2.1,4.25,8.54,11.11,17.11,20.15,22.4,21,19,11.54,9.93,3.58,12.59
2025,-1.49,4.94,6.38,13,17.04,20.82,22.81,20.81,16.89,11.92,NA,NA,NA
