year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1987,13.57,15.02,20.32,24.65,30.3,32.72,34.61,34.78,30.32,24.09,22.59,17.53,25.1
1988,11.52,16.3,21.86,26.37,29.57,33.31,33.96,33.57,29.59,23.66,21.89,17.1,24.91
1989,18,18.91,22.02,25.92,28.64,32.87,32.72,32.13,29.44,25.99,21.81,12.17,25.1
1990,19.46,21.65,23.08,26.28,30.25,33.72,34.95,33.78,32.35,27.26,23.02,18.15,27.02
1991,14.23,19.25,22.29,25.72,29.41,31.57,33.53,31.88,30.98,26.79,20.04,18.69,25.4
1992,15.56,19.31,21.42,24.98,27.83,30.81,33.92,31.22,29.91,24.55,20.26,14.64,24.54
1993,16.54,15.02,19.26,24.54,29.48,33.46,36.92,34.07,31.7,24.66,20.46,14.98,25.15
1994,12.4,17.84,24.1,27.67,28.91,32.96,32.44,31.83,29.39,23.78,22.24,16.45,25.03
1995,15.61,15.79,23.39,27.74,31.27,30.76,34.46,32.29,28.69,26.99,18.78,15.04,25.13
1996,14.63,18.66,18.91,25.91,31.56,32.91,33.96,32.01,31.19,25.27,19.46,18.12,25.26
1997,16.25,19.36,26.06,24.91,28.3,29.98,34.21,32.94,30.11,24.59,17.76,14.95,24.99
1998,16.69,17.48,19.84,24.3,30.73,35.33,35.41,33.85,31.44,27.35,22.65,19.28,26.24
1999,19.09,19.17,20.74,27.44,28.78,31.32,34.16,35.47,30.48,24.87,22.82,17.19,25.99
2000,13.58,20.19,23.98,25.24,32.83,34.57,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,32.31,29.26,24.14,17.8,13.14,NA
2003,11.52,14.58,19.96,22.63,27.04,29.87,NA,29.52,26.74,23.73,21.63,12.83,NA
2004,12.95,12.68,21.17,25.28,30,31.39,32.44,30.14,27.67,24.41,19.82,14.5,23.58
2005,15.11,15.46,18.21,22.76,26.79,29.65,32.04,31.49,31.43,24.3,20.65,13.75,23.51
2006,17.19,14.61,19.23,25.57,27.99,30.13,31.65,30.95,28.02,23.62,19.07,17.31,23.86
2007,14.73,14.51,22.03,24.02,28.41,31.04,31.15,34,30.41,26.54,19.7,17.92,24.6
2008,12.44,17.92,19.91,22.89,27.6,33.59,32.56,30.97,28.31,22.85,16.78,17.31,23.57
2009,13.12,15.52,19.3,22.98,26.86,32.19,31.74,32.35,29.59,22.85,18.78,12.56,23.19
2010,11.17,11.01,17.76,26.2,29.98,33.59,33.42,32.06,31.2,25.91,19.83,10.63,23.66
2011,11.09,17.69,20.12,26.56,29.7,34.56,34.12,32.87,29.17,22.72,20.43,17.34,24.82
2012,16.72,17.84,23.91,25.59,29.18,29.7,33.44,30.11,28.52,24.87,18.22,16.65,24.61
2013,17.74,14.62,16.22,23.22,27.03,30.59,29.89,29.61,28.8,24.87,18.57,16.6,23.21
2014,10.93,15.05,17.89,24.52,29.05,31.83,31.88,32.11,28.26,25.99,16.85,16.06,23.48
2015,12.8,12.53,20.84,24.43,29.37,33.33,33.87,31.85,28.2,23.4,20.43,20.57,24.41
2016,12.06,15.65,22.8,24.13,27.63,32.35,34.79,32.97,30.02,25.81,20.63,15.21,24.53
2017,17.71,20.58,21.02,26.5,28.21,30.19,32.45,31.36,29.69,25.73,19.74,14.41,24.81
2018,12.44,20.97,18.51,22.74,29.37,32.24,31.68,31.88,31.43,25.18,16.44,14.78,23.98
2019,14.27,18.89,19.95,24.59,31.47,30.8,33.75,32.98,33.31,27.33,16.85,16.08,25.03
2020,NA,15.85,22.15,23.91,27.42,30.17,33.69,31.85,28.17,26.51,21.98,14.14,NA
2021,13.87,15.2,21.17,24.63,28.17,30.63,31.46,NA,NA,25.34,18.54,19.05,NA
2022,13.49,18.41,21.93,24.31,29.71,33.33,32.31,31.02,28.57,23.6,20.33,13.75,24.22
2023,16.28,20.4,20.41,24.63,25.72,29.72,32.62,32.62,28.54,24.59,18.93,16.31,24.27
2024,14.8,17.26,21.35,25.33,29.84,33.04,33.46,31.47,29.32,25.41,21.04,15.39,24.83
2025,11.06,18.19,21.72,26.46,27.76,31.69,33.64,29.36,30.04,23.03,NA,NA,NA
