year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
1905,1,0,1,0,12,1,2,1,1,1,0,0,20
1906,4,0,0,3,2,5,1,3,4,1,2,2,27
1907,3,2,7,0,2,2,10,2,5,1,2,2,38
1908,0,NA,6,13,4,2,1,3,1,NA,NA,3,NA
1909,1,4,3,3,4,6,4,3,1,0,1,1,31
1910,0,NA,1,2,0,0,4,2,2,5,0,0,NA
1911,2,3,0,NA,7,7,1,1,5,10,1,4,NA
1912,0,0,0,6,7,8,4,4,14,1,0,6,50
1913,12,3,7,3,3,0,3,2,1,0,1,2,37
1914,1,3,1,0,4,8,9,0,1,2,2,4,35
1915,1,2,0,1,11,4,10,6,3,10,3,0,51
1916,6,2,2,0,4,0,0,4,1,4,4,3,30
1917,5,3,2,3,2,0,2,1,4,2,0,0,24
1918,3,2,3,2,3,0,1,2,0,7,1,8,32
1919,2,0,5,1,2,1,2,3,0,16,3,2,37
1920,4,0,4,6,0,3,4,0,5,1,1,0,28
1921,1,3,10,4,2,2,0,0,5,0,8,2,37
1922,3,7,6,9,7,4,2,0,2,6,1,8,55
1923,1,7,3,3,1,3,2,6,3,3,1,8,41
1924,1,0,2,1,2,6,3,4,1,0,0,4,24
1925,6,3,2,5,0,6,4,5,22,10,1,2,66
1926,3,1,0,1,4,3,1,0,3,2,3,6,27
1927,1,10,6,4,2,5,2,1,4,3,2,5,45
1928,4,0,4,1,1,2,3,5,2,6,2,3,33
1929,9,4,4,6,5,0,1,1,4,1,8,2,45
1930,2,0,1,1,3,1,8,1,5,1,7,1,31
1931,1,1,1,0,1,1,7,0,5,1,7,11,36
1932,11,7,2,1,1,2,7,4,1,3,3,9,51
1933,8,4,3,3,13,1,0,3,12,4,2,5,58
1934,3,0,2,3,3,2,3,1,0,3,5,1,26
1935,4,3,4,4,5,1,0,0,0,0,4,1,26
1936,2,0,2,1,0,1,1,0,0,6,0,1,14
1937,18,1,0,0,0,1,0,0,0,5,1,1,27
1938,1,3,1,6,1,0,0,0,0,1,8,1,22
1939,3,8,4,3,0,1,1,1,2,1,0,1,25
1940,0,1,0,2,0,3,1,7,1,0,4,3,22
1941,3,0,0,2,1,5,4,5,5,10,2,4,41
1942,1,1,3,0,0,2,3,0,3,0,2,3,18
1943,5,2,3,2,1,5,3,2,1,0,0,3,27
1944,1,7,5,5,0,6,2,0,5,0,1,0,32
1945,0,6,9,10,1,3,0,0,3,0,2,0,34
1946,5,2,5,2,5,3,3,0,4,0,8,3,40
1947,9.82,0,0,6.81,2.78,3,0,2,3.6,1,0,0,29
1948,1,3.96,9,5.96,0,0,3,0,1,0,6.99,5,35.91
1949,8,6.74,7,1,0,1,1,0,4,6,0.7,2.38,37.82
1950,9.82,8.99,1.01,0,3,7.99,0,1,0,3,0,1,35.81
1951,1,0,1.01,0,0,0,2,2.96,2.96,6.7,4.65,7.88,29.17
1952,9,3.74,2.08,1,4,12,3,4,0,0,0.78,0.73,40.32
1953,3,1.96,4.91,1,11,1,1,2.97,4,0,3,4.69,38.53
1954,3,3.81,5,3.42,1,2,6.88,2,1,3.64,2,2,35.74
1955,1,2,5.01,3,4,0,0,1,0,0,1,2,19.01
