year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1956,0,8,2,3,5,0,0,0,0,0.86,0,7.69,26.55
1957,7.87,9.48,2.01,2,1.99,2,0,1,2,0,5.99,4,38.34
1958,0,2,0,3,1,5,1,1.95,3.74,0,2,1,20.69
1959,3,7,1,5,1.99,1,0,0,2.87,5.74,1,2,30.6
1960,3,0,0,3,1,0,2,0,1,1,2.9,0,13.9
1961,0.92,6,6,2,0,0,0,0,0,0,6.01,4,24.94
1962,4.88,6,1,1.66,2.71,0,3,0,1,1.96,0,0,22.22
1963,4,0,7,2,4,2,0,0.9,0,2,1.99,0,23.88
1964,2.68,0,6.99,3,0,8,0,2,4.61,3.96,2.71,7,40.95
1965,1,5,1,7,0,0,0,0,2,4,0,1,21
1966,0,4,1,0,1,0,2,0,0,1,1,2,12
1967,3,0,4.88,7,3,0,0,0,0,1,2.71,5.69,27.29
1968,0,0,1,2,3,2,0.99,4,0,4,2.69,1,20.68
1969,0.69,1,0,3,0.99,1,1.57,1.92,1,3,0,0,14.17
1970,0,1,2,7.94,0,0.99,2,1,2.99,3.94,0,4,25.84
1971,4,4,3,2,0,0,0,0,2,7,3,10,35
1972,13.12,0,0,3,1,0,0,1,2,4,8,11,43.12
1973,2.94,2,7.65,0,1,NA,NA,4.96,5,0,NA,7,NA
1974,19.99,2,5,2,NA,1,1,0,2.99,0,2.97,4,NA
1975,4,5.84,6,0,1,1,0.74,0.88,1,3,6,NA,NA
1976,1,1,6,2,0,0,3.95,1.87,2,0,0.91,2,20.73
1977,0,0,6,NA,0,4,2.57,0,0,3,5,4.71,NA
1978,0.95,0,0.01,1,3.99,2,1,0,0,3,4,4,19.95
1979,0,1,2,2,3,1,1.88,1,7.87,2.6,4.9,1,28.25
1980,2,4,3,0.9,3,3,5,NA,6,1,1,1,NA
1981,0,2,1.66,5,1,9,9,0.64,0,1,2,2,33.3
1982,1.88,2,3.68,NA,1,NA,NA,3.97,2,NA,5.77,NA,NA
1983,0,1,5.7,2.97,0.94,0,4,4,2,1,NA,2,NA
1984,1,2.95,3,3,4.95,0,0,1.81,0,11.97,2,3,33.68
1985,3,4.97,0,2,3,8,0,0,4,19,15.92,3,62.9
1986,0.69,6.87,3,0,1.97,7,14,3,5.99,10.84,12.01,5,70.38
1987,2,0,3.01,1,1,1,4.55,15,5.97,0,5.84,6,45.38
1988,2,3,3,1.86,1,0,3,1,7.62,0,1,1,24.48
1989,6.97,9.52,1,1,3.96,2,1.57,2,1.87,5,2.83,0,37.73
1990,4.95,8.95,3,0,5,3,4,1,NA,8,0,4,NA
1991,5,4,5,9.96,17.99,2.99,2,2,2,1,3,2.73,57.66
1992,0.97,4,2,1,0,0,2,0,0.62,0,10,1,21.6
1993,5.88,0,1,0,0,1,5,2,0,0,4,0,18.88
1994,0,1,1.9,2,2,0.99,0,0,0,1,1,2,11.88
1995,0,1,2,3,5,0,3,3,0,4.97,1,1,23.97
1996,2,1,1,3,6.87,1,3,0,1,1,1.78,0,21.65
1997,5,2,5.01,0.88,0,0,4.73,2,5,1,1.96,0,27.58
1998,6,2,2.68,4,7.88,10,8.87,3,10,3,2,4,63.43
1999,3,1.74,0,11,NA,0,6,8,2.64,1,4.04,0,NA
2000,0,0,1,0,7,0,0,NA,4,0,1.78,0,NA
2001,0,3,1,1.62,0,0,0.56,NA,0,4,4.57,6,NA
2002,3.88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,1,0,NA,0.88,NA,NA,NA,0,NA,NA,4.88,0,NA
2004,1,NA,2.68,1,NA,NA,NA,NA,5.73,NA,5,3.68,NA
2005,NA,0.73,0.68,1,NA,NA,NA,NA,0,NA,2,0,NA
2006,NA,0,NA,NA,NA,NA,NA,7.95,NA,NA,NA,4,NA
2007,3,1,NA,3,NA,NA,NA,5.97,NA,NA,0.65,1,NA
2008,1,1.99,0,1.66,NA,0,NA,4.91,1,0,2.99,7.55,NA
2009,1,0,0,0,NA,5,0,0,3.74,2.75,1,1,NA
2010,0,0,0,0,5,4,NA,NA,2,3,0,0,NA
2011,0,1.69,1,6,NA,4,NA,NA,3,NA,3,1.84,NA
2012,2,5.96,11.91,9,8,NA,NA,NA,6,2.87,NA,5.81,NA
2013,8,NA,0,NA,NA,NA,NA,NA,0,1,1,5,NA
2014,0,NA,NA,2,NA,NA,NA,0,NA,NA,NA,1,NA
2015,0,NA,1.7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2016,NA,0,4,1,2,4,2,0,0,NA,1,3,NA
2017,4.95,3.95,3,2,0.99,NA,NA,NA,NA,NA,NA,NA,NA
2018,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA,NA,3.99,4.73,0,3,NA
2020,7,4,7,1,NA,2,1,4,9,6,7,1,NA
2021,3,2,3.68,0,1,4,0.97,5,2,2,0,6.87,30.52
2022,2,1,5,2.88,1,3,0,0,1,0,4.78,1.87,22.53
2023,1,10,6,0,2,1,4.88,5,0,0,2,4,35.88
2024,4,0.96,0,3,2.95,5,10.82,4.69,1,1.96,6.92,2.99,44.29
2025,0,3,1,5,2,4,6,NA,NA,NA,NA,NA,NA
